code_region,region,code_departement,departement,code_commune,commune,codgeo,nombre_de_demandeurs_d_emploi,p23_pop,ratio_ABC_pop_commune,ratio_ABC_pop_dep,T3_2025_departement,T3_2025_proxy_commune
84,Auvergne-Rhône-Alpes,01,Ain,01006,Ambléon,01006,10,115.0,0.08695652173913043,0.06564420970818907,5.7,7.55
84,Auvergne-Rhône-Alpes,01,Ain,01008,Ambutrix,01008,35,760.0,0.046052631578947366,0.06564420970818907,5.7,4.0
84,Auvergne-Rhône-Alpes,01,Ain,01011,Apremont,01011,25,415.0,0.060240963855421686,0.06564420970818907,5.7,5.23
84,Auvergne-Rhône-Alpes,01,Ain,01012,Aranc,01012,20,331.0,0.06042296072507553,0.06564420970818907,5.7,5.25
84,Auvergne-Rhône-Alpes,01,Ain,01013,Arandas,01013,10,138.0,0.07246376811594203,0.06564420970818907,5.7,6.29
84,Auvergne-Rhône-Alpes,01,Ain,01016,Arbigny,01016,20,462.0,0.04329004329004329,0.06564420970818907,5.7,3.76
84,Auvergne-Rhône-Alpes,01,Ain,01021,Ars-sur-Formans,01021,75,1528.0,0.04908376963350786,0.06564420970818907,5.7,4.26
84,Auvergne-Rhône-Alpes,01,Ain,01025,Bâgé-Dommartin,01025,195,4050.0,0.04814814814814815,0.06564420970818907,5.7,4.18
84,Auvergne-Rhône-Alpes,01,Ain,01027,Balan,01027,100,3077.0,0.032499187520311994,0.06564420970818907,5.7,2.82
84,Auvergne-Rhône-Alpes,01,Ain,01033,Valserhône,01033,1765,16712.0,0.10561273336524653,0.06564420970818907,5.7,9.17
84,Auvergne-Rhône-Alpes,01,Ain,01035,Belleydoux,01035,15,306.0,0.049019607843137254,0.06564420970818907,5.7,4.26
84,Auvergne-Rhône-Alpes,01,Ain,01041,Bettant,01041,60,774.0,0.07751937984496124,0.06564420970818907,5.7,6.73
84,Auvergne-Rhône-Alpes,01,Ain,01046,Biziat,01046,45,889.0,0.05061867266591676,0.06564420970818907,5.7,4.4
84,Auvergne-Rhône-Alpes,01,Ain,01047,Blyes,01047,70,1401.0,0.049964311206281226,0.06564420970818907,5.7,4.34
84,Auvergne-Rhône-Alpes,01,Ain,01049,La Boisse,01049,190,3449.0,0.05508843142939983,0.06564420970818907,5.7,4.78
84,Auvergne-Rhône-Alpes,01,Ain,01053,Bourg-en-Bresse,01053,4215,42372.0,0.09947606910223733,0.06564420970818907,5.7,8.64
84,Auvergne-Rhône-Alpes,01,Ain,01060,Brénod,01060,25,576.0,0.043402777777777776,0.06564420970818907,5.7,3.77
84,Auvergne-Rhône-Alpes,01,Ain,01064,Briord,01064,60,1119.0,0.05361930294906166,0.06564420970818907,5.7,4.66
84,Auvergne-Rhône-Alpes,01,Ain,01068,Cerdon,01068,55,747.0,0.07362784471218206,0.06564420970818907,5.7,6.39
84,Auvergne-Rhône-Alpes,01,Ain,01069,Certines,01069,90,1531.0,0.05878510777269758,0.06564420970818907,5.7,5.1
84,Auvergne-Rhône-Alpes,01,Ain,01071,Cessy,01071,370,5832.0,0.06344307270233196,0.06564420970818907,5.7,5.51
84,Auvergne-Rhône-Alpes,01,Ain,01074,Chalamont,01074,125,2533.0,0.0493485984998026,0.06564420970818907,5.7,4.29
84,Auvergne-Rhône-Alpes,01,Ain,01075,Chaleins,01075,90,1505.0,0.059800664451827246,0.06564420970818907,5.7,5.19
84,Auvergne-Rhône-Alpes,01,Ain,01078,Challex,01078,70,1632.0,0.0428921568627451,0.06564420970818907,5.7,3.72
84,Auvergne-Rhône-Alpes,01,Ain,01079,Champagne-en-Valromey,01079,35,831.0,0.0421179302045728,0.06564420970818907,5.7,3.66
84,Auvergne-Rhône-Alpes,01,Ain,01080,Champdor-Corcelles,01080,30,665.0,0.045112781954887216,0.06564420970818907,5.7,3.92
84,Auvergne-Rhône-Alpes,01,Ain,01083,Chaneins,01083,50,1046.0,0.04780114722753346,0.06564420970818907,5.7,4.15
84,Auvergne-Rhône-Alpes,01,Ain,01084,Chanoz-Châtenay,01084,45,989.0,0.0455005055611729,0.06564420970818907,5.7,3.95
84,Auvergne-Rhône-Alpes,01,Ain,01088,Charnoz-sur-Ain,01088,55,951.0,0.05783385909568875,0.06564420970818907,5.7,5.02
84,Auvergne-Rhône-Alpes,01,Ain,01089,Château-Gaillard,01089,150,2443.0,0.06139991813344249,0.06564420970818907,5.7,5.33
84,Auvergne-Rhône-Alpes,01,Ain,01092,Châtillon-la-Palud,01092,85,1698.0,0.05005889281507656,0.06564420970818907,5.7,4.35
84,Auvergne-Rhône-Alpes,01,Ain,01093,Châtillon-sur-Chalaronne,01093,310,5250.0,0.05904761904761905,0.06564420970818907,5.7,5.13
84,Auvergne-Rhône-Alpes,01,Ain,01098,Chazey-Bons,01098,75,1142.0,0.06567425569176882,0.06564420970818907,5.7,5.7
84,Auvergne-Rhône-Alpes,01,Ain,01101,Chevillard,01101,10,149.0,0.06711409395973154,0.06564420970818907,5.7,5.83
84,Auvergne-Rhône-Alpes,01,Ain,01102,Chevroux,01102,50,990.0,0.050505050505050504,0.06564420970818907,5.7,4.39
84,Auvergne-Rhône-Alpes,01,Ain,01103,Chevry,01103,105,2372.0,0.04426644182124789,0.06564420970818907,5.7,3.84
84,Auvergne-Rhône-Alpes,01,Ain,01109,Collonges,01109,140,2398.0,0.058381984987489574,0.06564420970818907,5.7,5.07
84,Auvergne-Rhône-Alpes,01,Ain,01110,Colomieu,01110,10,159.0,0.06289308176100629,0.06564420970818907,5.7,5.46
84,Auvergne-Rhône-Alpes,01,Ain,01111,Conand,01111,10,134.0,0.07462686567164178,0.06564420970818907,5.7,6.48
84,Auvergne-Rhône-Alpes,01,Ain,01114,Confort,01114,35,668.0,0.05239520958083832,0.06564420970818907,5.7,4.55
84,Auvergne-Rhône-Alpes,01,Ain,01123,Cormoranche-sur-Saône,01123,60,1179.0,0.05089058524173028,0.06564420970818907,5.7,4.42
84,Auvergne-Rhône-Alpes,01,Ain,01124,Cormoz,01124,50,703.0,0.07112375533428165,0.06564420970818907,5.7,6.18
84,Auvergne-Rhône-Alpes,01,Ain,01128,Courtes,01128,25,289.0,0.08650519031141868,0.06564420970818907,5.7,7.51
84,Auvergne-Rhône-Alpes,01,Ain,01129,Crans,01129,15,326.0,0.046012269938650305,0.06564420970818907,5.7,4.0
84,Auvergne-Rhône-Alpes,01,Ain,01136,Cruzilles-lès-Mépillat,01136,55,984.0,0.05589430894308943,0.06564420970818907,5.7,4.85
84,Auvergne-Rhône-Alpes,01,Ain,01141,Cuzieu,01141,20,424.0,0.04716981132075472,0.06564420970818907,5.7,4.1
84,Auvergne-Rhône-Alpes,01,Ain,01142,Dagneux,01142,305,4778.0,0.06383424026789451,0.06564420970818907,5.7,5.54
84,Auvergne-Rhône-Alpes,01,Ain,01145,Dompierre-sur-Veyle,01145,85,1245.0,0.06827309236947791,0.06564420970818907,5.7,5.93
84,Auvergne-Rhône-Alpes,01,Ain,01149,Douvres,01149,55,1104.0,0.049818840579710144,0.06564420970818907,5.7,4.33
84,Auvergne-Rhône-Alpes,01,Ain,01157,Fareins,01157,120,2533.0,0.0473746545598105,0.06564420970818907,5.7,4.11
84,Auvergne-Rhône-Alpes,01,Ain,01158,Farges,01158,50,1082.0,0.04621072088724584,0.06564420970818907,5.7,4.01
84,Auvergne-Rhône-Alpes,01,Ain,01160,Ferney-Voltaire,01160,900,12094.0,0.07441706631387465,0.06564420970818907,5.7,6.46
84,Auvergne-Rhône-Alpes,01,Ain,01165,Francheleins,01165,80,1597.0,0.050093926111458985,0.06564420970818907,5.7,4.35
84,Auvergne-Rhône-Alpes,01,Ain,01175,Gorrevod,01175,50,815.0,0.06134969325153374,0.06564420970818907,5.7,5.33
84,Auvergne-Rhône-Alpes,01,Ain,01177,Grand-Corent,01177,10,183.0,0.0546448087431694,0.06564420970818907,5.7,4.74
84,Auvergne-Rhône-Alpes,01,Ain,01181,Groissiat,01181,65,1205.0,0.05394190871369295,0.06564420970818907,5.7,4.68
84,Auvergne-Rhône-Alpes,01,Ain,01183,Guéreins,01183,75,1512.0,0.0496031746031746,0.06564420970818907,5.7,4.31
84,Auvergne-Rhône-Alpes,01,Ain,01187,Haut Valromey,01187,45,801.0,0.056179775280898875,0.06564420970818907,5.7,4.88
84,Auvergne-Rhône-Alpes,01,Ain,01188,Illiat,01188,25,702.0,0.03561253561253561,0.06564420970818907,5.7,3.09
84,Auvergne-Rhône-Alpes,01,Ain,01189,Injoux-Génissiat,01189,70,1115.0,0.06278026905829596,0.06564420970818907,5.7,5.45
84,Auvergne-Rhône-Alpes,01,Ain,01192,Izernore,01192,150,2299.0,0.06524575902566333,0.06564420970818907,5.7,5.67
84,Auvergne-Rhône-Alpes,01,Ain,01193,Izieu,01193,15,225.0,0.06666666666666667,0.06564420970818907,5.7,5.79
84,Auvergne-Rhône-Alpes,01,Ain,01194,Jassans-Riottier,01194,400,6247.0,0.06403073475268128,0.06564420970818907,5.7,5.56
84,Auvergne-Rhône-Alpes,01,Ain,01195,Jasseron,01195,105,1917.0,0.054773082942097026,0.06564420970818907,5.7,4.76
84,Auvergne-Rhône-Alpes,01,Ain,01196,Jayat,01196,65,1261.0,0.05154639175257732,0.06564420970818907,5.7,4.48
84,Auvergne-Rhône-Alpes,01,Ain,01197,Journans,01197,15,387.0,0.03875968992248062,0.06564420970818907,5.7,3.37
84,Auvergne-Rhône-Alpes,01,Ain,01212,Lescheroux,01212,35,726.0,0.048209366391184574,0.06564420970818907,5.7,4.19
84,Auvergne-Rhône-Alpes,01,Ain,01215,Surjoux-Lhopital,01215,5,138.0,0.036231884057971016,0.06564420970818907,5.7,3.15
84,Auvergne-Rhône-Alpes,01,Ain,01224,Loyettes,01224,225,3554.0,0.06330894766460327,0.06564420970818907,5.7,5.5
84,Auvergne-Rhône-Alpes,01,Ain,01227,Magnieu,01227,40,651.0,0.06144393241167435,0.06564420970818907,5.7,5.34
84,Auvergne-Rhône-Alpes,01,Ain,01230,Mantenay-Montlin,01230,30,331.0,0.09063444108761329,0.06564420970818907,5.7,7.87
84,Auvergne-Rhône-Alpes,01,Ain,01232,Marboz,01232,95,2264.0,0.04196113074204947,0.06564420970818907,5.7,3.64
84,Auvergne-Rhône-Alpes,01,Ain,01233,Marchamp,01233,10,137.0,0.072992700729927,0.06564420970818907,5.7,6.34
84,Auvergne-Rhône-Alpes,01,Ain,01235,Marlieux,01235,65,1185.0,0.05485232067510549,0.06564420970818907,5.7,4.76
84,Auvergne-Rhône-Alpes,01,Ain,01236,Marsonnas,01236,55,1039.0,0.05293551491819057,0.06564420970818907,5.7,4.6
84,Auvergne-Rhône-Alpes,01,Ain,01243,Messimy-sur-Saône,01243,70,1338.0,0.052316890881913304,0.06564420970818907,5.7,4.54
84,Auvergne-Rhône-Alpes,01,Ain,01245,Bohas-Meyriat-Rignat,01245,50,938.0,0.053304904051172705,0.06564420970818907,5.7,4.63
84,Auvergne-Rhône-Alpes,01,Ain,01249,Miribel,01249,625,10395.0,0.06012506012506012,0.06564420970818907,5.7,5.22
84,Auvergne-Rhône-Alpes,01,Ain,01254,Montagnat,01254,100,2186.0,0.04574565416285453,0.06564420970818907,5.7,3.97
