code_region,region,code_departement,departement,code_commune,commune,codgeo,nombre_de_demandeurs_d_emploi,p23_pop,ratio_ABC_pop_commune,ratio_ABC_pop_dep,T3_2025_departement,T3_2025_proxy_commune
84,Auvergne-Rhône-Alpes,01,Ain,01255,Montagnieu,01255,35,668.0,0.05239520958083832,0.06564420970818907,5.7,4.55
84,Auvergne-Rhône-Alpes,01,Ain,01257,Montanges,01257,15,369.0,0.04065040650406504,0.06564420970818907,5.7,3.53
84,Auvergne-Rhône-Alpes,01,Ain,01262,Montluel,01262,540,6895.0,0.07831762146482958,0.06564420970818907,5.7,6.8
84,Auvergne-Rhône-Alpes,01,Ain,01264,Montracol,01264,60,1018.0,0.05893909626719057,0.06564420970818907,5.7,5.12
84,Auvergne-Rhône-Alpes,01,Ain,01265,Montréal-la-Cluse,01265,300,3568.0,0.08408071748878924,0.06564420970818907,5.7,7.3
84,Auvergne-Rhône-Alpes,01,Ain,01268,Murs-et-Gélignieux,01268,10,239.0,0.04184100418410042,0.06564420970818907,5.7,3.63
84,Auvergne-Rhône-Alpes,01,Ain,01269,Nantua,01269,340,3416.0,0.09953161592505855,0.06564420970818907,5.7,8.64
84,Auvergne-Rhône-Alpes,01,Ain,01273,Neuville-sur-Ain,01273,110,1794.0,0.06131549609810479,0.06564420970818907,5.7,5.32
84,Auvergne-Rhône-Alpes,01,Ain,01275,Neyron,01275,115,2421.0,0.047501032631144156,0.06564420970818907,5.7,4.12
84,Auvergne-Rhône-Alpes,01,Ain,01281,Ornex,01281,300,5082.0,0.0590318772136954,0.06564420970818907,5.7,5.13
84,Auvergne-Rhône-Alpes,01,Ain,01289,Péronnas,01289,410,6444.0,0.06362507759155804,0.06564420970818907,5.7,5.52
84,Auvergne-Rhône-Alpes,01,Ain,01291,Perrex,01291,50,869.0,0.05753739930955121,0.06564420970818907,5.7,5.0
84,Auvergne-Rhône-Alpes,01,Ain,01295,Peyzieux-sur-Saône,01295,30,654.0,0.045871559633027525,0.06564420970818907,5.7,3.98
84,Auvergne-Rhône-Alpes,01,Ain,01296,Pirajoux,01296,15,397.0,0.037783375314861464,0.06564420970818907,5.7,3.28
84,Auvergne-Rhône-Alpes,01,Ain,01301,Polliat,01301,130,2741.0,0.04742794600510763,0.06564420970818907,5.7,4.12
84,Auvergne-Rhône-Alpes,01,Ain,01302,Pollieu,01302,5,167.0,0.029940119760479042,0.06564420970818907,5.7,2.6
84,Auvergne-Rhône-Alpes,01,Ain,01308,Pougny,01308,60,871.0,0.06888633754305395,0.06564420970818907,5.7,5.98
84,Auvergne-Rhône-Alpes,01,Ain,01313,Prévessin-Moëns,01313,540,9153.0,0.058997050147492625,0.06564420970818907,5.7,5.12
84,Auvergne-Rhône-Alpes,01,Ain,01314,Priay,01314,120,1842.0,0.06514657980456026,0.06564420970818907,5.7,5.66
84,Auvergne-Rhône-Alpes,01,Ain,01318,Rancé,01318,30,775.0,0.03870967741935484,0.06564420970818907,5.7,3.36
84,Auvergne-Rhône-Alpes,01,Ain,01320,Replonges,01320,200,3956.0,0.05055611729019211,0.06564420970818907,5.7,4.39
84,Auvergne-Rhône-Alpes,01,Ain,01323,Reyssouze,01323,50,996.0,0.050200803212851405,0.06564420970818907,5.7,4.36
84,Auvergne-Rhône-Alpes,01,Ain,01331,Saint-Alban,01331,10,195.0,0.05128205128205128,0.06564420970818907,5.7,4.45
84,Auvergne-Rhône-Alpes,01,Ain,01333,Saint-André-de-Corcy,01333,160,3370.0,0.04747774480712166,0.06564420970818907,5.7,4.12
84,Auvergne-Rhône-Alpes,01,Ain,01335,Saint-André-le-Bouchoux,01335,15,409.0,0.03667481662591687,0.06564420970818907,5.7,3.18
84,Auvergne-Rhône-Alpes,01,Ain,01338,Groslée-Saint-Benoit,01338,75,1227.0,0.061124694376528114,0.06564420970818907,5.7,5.31
84,Auvergne-Rhône-Alpes,01,Ain,01339,Saint-Bernard,01339,60,1590.0,0.03773584905660377,0.06564420970818907,5.7,3.28
84,Auvergne-Rhône-Alpes,01,Ain,01343,Saint-Cyr-sur-Menthon,01343,105,1890.0,0.05555555555555555,0.06564420970818907,5.7,4.82
84,Auvergne-Rhône-Alpes,01,Ain,01345,Saint-Denis-en-Bugey,01345,155,2246.0,0.06901157613535173,0.06564420970818907,5.7,5.99
84,Auvergne-Rhône-Alpes,01,Ain,01346,Saint-Didier-d'Aussiat,01346,45,843.0,0.05338078291814947,0.06564420970818907,5.7,4.64
84,Auvergne-Rhône-Alpes,01,Ain,01349,Saint-Éloi,01349,25,525.0,0.047619047619047616,0.06564420970818907,5.7,4.13
84,Auvergne-Rhône-Alpes,01,Ain,01352,Saint-Étienne-sur-Reyssouze,01352,30,572.0,0.05244755244755245,0.06564420970818907,5.7,4.55
84,Auvergne-Rhône-Alpes,01,Ain,01355,Saint-Genis-sur-Menthon,01355,25,490.0,0.05102040816326531,0.06564420970818907,5.7,4.43
84,Auvergne-Rhône-Alpes,01,Ain,01358,Saint-Germain-les-Paroisses,01358,25,422.0,0.05924170616113744,0.06564420970818907,5.7,5.14
84,Auvergne-Rhône-Alpes,01,Ain,01360,Saint-Jean-de-Gonville,01360,100,2096.0,0.04770992366412214,0.06564420970818907,5.7,4.14
84,Auvergne-Rhône-Alpes,01,Ain,01362,Saint-Jean-de-Thurigneux,01362,40,863.0,0.046349942062572425,0.06564420970818907,5.7,4.02
84,Auvergne-Rhône-Alpes,01,Ain,01363,Saint-Jean-le-Vieux,01363,130,1839.0,0.07069059271343121,0.06564420970818907,5.7,6.14
84,Auvergne-Rhône-Alpes,01,Ain,01364,Saint-Jean-sur-Reyssouze,01364,40,762.0,0.05249343832020997,0.06564420970818907,5.7,4.56
84,Auvergne-Rhône-Alpes,01,Ain,01367,Saint-Julien-sur-Reyssouze,01367,40,679.0,0.05891016200294551,0.06564420970818907,5.7,5.12
84,Auvergne-Rhône-Alpes,01,Ain,01369,Saint-Just,01369,55,952.0,0.05777310924369748,0.06564420970818907,5.7,5.02
84,Auvergne-Rhône-Alpes,01,Ain,01381,Saint-Nizier-le-Désert,01381,35,921.0,0.038002171552660155,0.06564420970818907,5.7,3.3
84,Auvergne-Rhône-Alpes,01,Ain,01385,Saint-Rémy,01385,35,915.0,0.03825136612021858,0.06564420970818907,5.7,3.32
84,Auvergne-Rhône-Alpes,01,Ain,01388,Saint-Trivier-de-Courtes,01388,70,1125.0,0.06222222222222222,0.06564420970818907,5.7,5.4
84,Auvergne-Rhône-Alpes,01,Ain,01389,Saint-Trivier-sur-Moignans,01389,105,1963.0,0.05348955680081508,0.06564420970818907,5.7,4.64
84,Auvergne-Rhône-Alpes,01,Ain,01391,Salavre,01391,10,306.0,0.032679738562091505,0.06564420970818907,5.7,2.84
84,Auvergne-Rhône-Alpes,01,Ain,01401,Sergy,01401,95,2288.0,0.041520979020979024,0.06564420970818907,5.7,3.61
84,Auvergne-Rhône-Alpes,01,Ain,01403,Serrières-de-Briord,01403,75,1317.0,0.05694760820045558,0.06564420970818907,5.7,4.94
84,Auvergne-Rhône-Alpes,01,Ain,01406,Servignat,01406,10,186.0,0.053763440860215055,0.06564420970818907,5.7,4.67
84,Auvergne-Rhône-Alpes,01,Ain,01407,Seyssel,01407,85,1008.0,0.08432539682539683,0.06564420970818907,5.7,7.32
84,Auvergne-Rhône-Alpes,01,Ain,01410,Sonthonnax-la-Montagne,01410,15,293.0,0.051194539249146756,0.06564420970818907,5.7,4.45
84,Auvergne-Rhône-Alpes,01,Ain,01412,Sulignat,01412,30,602.0,0.04983388704318937,0.06564420970818907,5.7,4.33
84,Auvergne-Rhône-Alpes,01,Ain,01420,Thoissey,01420,120,1626.0,0.07380073800738007,0.06564420970818907,5.7,6.41
84,Auvergne-Rhône-Alpes,01,Ain,01424,Tramoyes,01424,65,1852.0,0.03509719222462203,0.06564420970818907,5.7,3.05
84,Auvergne-Rhône-Alpes,01,Ain,01430,Varambon,01430,40,675.0,0.05925925925925926,0.06564420970818907,5.7,5.15
84,Auvergne-Rhône-Alpes,01,Ain,01435,Versonnex,01435,105,2182.0,0.04812098991750687,0.06564420970818907,5.7,4.18
84,Auvergne-Rhône-Alpes,01,Ain,01444,Villebois,01444,85,1206.0,0.07048092868988391,0.06564420970818907,5.7,6.12
84,Auvergne-Rhône-Alpes,01,Ain,01445,Villemotier,01445,35,612.0,0.05718954248366013,0.06564420970818907,5.7,4.97
84,Auvergne-Rhône-Alpes,01,Ain,01447,Villereversure,01447,75,1420.0,0.0528169014084507,0.06564420970818907,5.7,4.59
84,Auvergne-Rhône-Alpes,01,Ain,01456,Vongnes,01456,5,75.0,0.06666666666666667,0.06564420970818907,5.7,5.79
84,Auvergne-Rhône-Alpes,01,Ain,01001,L'Abergement-Clémenciat,01001,45,860.0,0.05232558139534884,0.06564420970818907,5.7,4.54
84,Auvergne-Rhône-Alpes,01,Ain,01002,L'Abergement-de-Varey,01002,15,270.0,0.05555555555555555,0.06564420970818907,5.7,4.82
84,Auvergne-Rhône-Alpes,01,Ain,01005,Ambérieux-en-Dombes,01005,115,1906.0,0.06033578174186779,0.06564420970818907,5.7,5.24
84,Auvergne-Rhône-Alpes,01,Ain,01007,Ambronay,01007,160,2841.0,0.056318197817669835,0.06564420970818907,5.7,4.89
84,Auvergne-Rhône-Alpes,01,Ain,01009,Andert-et-Condon,01009,15,348.0,0.04310344827586207,0.06564420970818907,5.7,3.74
84,Auvergne-Rhône-Alpes,01,Ain,01010,Anglefort,01010,85,1174.0,0.07240204429301533,0.06564420970818907,5.7,6.29
84,Auvergne-Rhône-Alpes,01,Ain,01019,Armix,01019,0,25.0,0.0,0.06564420970818907,5.7,0.0
84,Auvergne-Rhône-Alpes,01,Ain,01022,Artemare,01022,90,1139.0,0.07901668129938542,0.06564420970818907,5.7,6.86
84,Auvergne-Rhône-Alpes,01,Ain,01023,Asnières-sur-Saône,01023,5,78.0,0.0641025641025641,0.06564420970818907,5.7,5.57
84,Auvergne-Rhône-Alpes,01,Ain,01024,Attignat,01024,195,3409.0,0.05720152537400997,0.06564420970818907,5.7,4.97
84,Auvergne-Rhône-Alpes,01,Ain,01036,Valromey-sur-Séran,01036,80,1351.0,0.05921539600296077,0.06564420970818907,5.7,5.14
84,Auvergne-Rhône-Alpes,01,Ain,01037,Bénonces,01037,20,311.0,0.06430868167202572,0.06564420970818907,5.7,5.58
84,Auvergne-Rhône-Alpes,01,Ain,01038,Bény,01038,35,777.0,0.04504504504504504,0.06564420970818907,5.7,3.91
84,Auvergne-Rhône-Alpes,01,Ain,01042,Bey,01042,5,286.0,0.017482517482517484,0.06564420970818907,5.7,1.52
84,Auvergne-Rhône-Alpes,01,Ain,01044,Billiat,01044,50,713.0,0.07012622720897616,0.06564420970818907,5.7,6.09
84,Auvergne-Rhône-Alpes,01,Ain,01050,Boissey,01050,15,396.0,0.03787878787878788,0.06564420970818907,5.7,3.29
84,Auvergne-Rhône-Alpes,01,Ain,01052,Bouligneux,01052,5,318.0,0.015723270440251572,0.06564420970818907,5.7,1.37
84,Auvergne-Rhône-Alpes,01,Ain,01056,Boyeux-Saint-Jérôme,01056,15,367.0,0.04087193460490463,0.06564420970818907,5.7,3.55
84,Auvergne-Rhône-Alpes,01,Ain,01058,Brégnier-Cordon,01058,55,804.0,0.06840796019900497,0.06564420970818907,5.7,5.94
84,Auvergne-Rhône-Alpes,01,Ain,01066,La Burbanche,01066,10,98.0,0.10204081632653061,0.06564420970818907,5.7,8.86
84,Auvergne-Rhône-Alpes,01,Ain,01072,Ceyzériat,01072,170,3328.0,0.05108173076923077,0.06564420970818907,5.7,4.44
84,Auvergne-Rhône-Alpes,01,Ain,01073,Ceyzérieu,01073,55,1064.0,0.05169172932330827,0.06564420970818907,5.7,4.49
84,Auvergne-Rhône-Alpes,01,Ain,01076,Chaley,01076,10,129.0,0.07751937984496124,0.06564420970818907,5.7,6.73
84,Auvergne-Rhône-Alpes,01,Ain,01077,Challes-la-Montagne,01077,15,184.0,0.08152173913043478,0.06564420970818907,5.7,7.08
84,Auvergne-Rhône-Alpes,01,Ain,01085,La Chapelle-du-Châtelard,01085,15,388.0,0.03865979381443299,0.06564420970818907,5.7,3.36
84,Auvergne-Rhône-Alpes,01,Ain,01090,Châtenay,01090,15,373.0,0.040214477211796246,0.06564420970818907,5.7,3.49
84,Auvergne-Rhône-Alpes,01,Ain,01094,Chavannes-sur-Reyssouze,01094,50,726.0,0.06887052341597796,0.06564420970818907,5.7,5.98
84,Auvergne-Rhône-Alpes,01,Ain,01095,Nivigne et Suran,01095,80,820.0,0.0975609756097561,0.06564420970818907,5.7,8.47
84,Auvergne-Rhône-Alpes,01,Ain,01096,Chaveyriat,01096,55,1078.0,0.05102040816326531,0.06564420970818907,5.7,4.43
84,Auvergne-Rhône-Alpes,01,Ain,01099,Chazey-sur-Ain,01099,80,1632.0,0.049019607843137254,0.06564420970818907,5.7,4.26
84,Auvergne-Rhône-Alpes,01,Ain,01100,Cheignieu-la-Balme,01100,5,131.0,0.03816793893129771,0.06564420970818907,5.7,3.31
84,Auvergne-Rhône-Alpes,01,Ain,01105,Civrieux,01105,100,2016.0,0.0496031746031746,0.06564420970818907,5.7,4.31
84,Auvergne-Rhône-Alpes,01,Ain,01106,Cize,01106,10,168.0,0.05952380952380952,0.06564420970818907,5.7,5.17
84,Auvergne-Rhône-Alpes,01,Ain,01107,Cleyzieu,01107,5,143.0,0.03496503496503497,0.06564420970818907,5.7,3.04
84,Auvergne-Rhône-Alpes,01,Ain,01112,Condamine,01112,25,480.0,0.052083333333333336,0.06564420970818907,5.7,4.52
84,Auvergne-Rhône-Alpes,01,Ain,01115,Confrançon,01115,95,1356.0,0.0700589970501475,0.06564420970818907,5.7,6.08
84,Auvergne-Rhône-Alpes,01,Ain,01116,Contrevoz,01116,30,494.0,0.06072874493927125,0.06564420970818907,5.7,5.27
84,Auvergne-Rhône-Alpes,01,Ain,01117,Conzieu,01117,10,155.0,0.06451612903225806,0.06564420970818907,5.7,5.6
84,Auvergne-Rhône-Alpes,01,Ain,01125,Corveissiat,01125,45,601.0,0.07487520798668885,0.06564420970818907,5.7,6.5
84,Auvergne-Rhône-Alpes,01,Ain,01127,Courmangoux,01127,30,522.0,0.05747126436781609,0.06564420970818907,5.7,4.99
84,Auvergne-Rhône-Alpes,01,Ain,01133,Cressin-Rochefort,01133,25,380.0,0.06578947368421052,0.06564420970818907,5.7,5.71
84,Auvergne-Rhône-Alpes,01,Ain,01135,Crozet,01135,120,2416.0,0.04966887417218543,0.06564420970818907,5.7,4.31
84,Auvergne-Rhône-Alpes,01,Ain,01138,Culoz-Béon,01138,285,3453.0,0.08253692441355343,0.06564420970818907,5.7,7.17
84,Auvergne-Rhône-Alpes,01,Ain,01146,Dompierre-sur-Chalaronne,01146,20,456.0,0.043859649122807015,0.06564420970818907,5.7,3.81
84,Auvergne-Rhône-Alpes,01,Ain,01150,Drom,01150,20,215.0,0.09302325581395349,0.06564420970818907,5.7,8.08
84,Auvergne-Rhône-Alpes,01,Ain,01151,Druillat,01151,70,1129.0,0.06200177147918512,0.06564420970818907,5.7,5.38
84,Auvergne-Rhône-Alpes,01,Ain,01152,Échallon,01152,50,784.0,0.06377551020408163,0.06564420970818907,5.7,5.54
84,Auvergne-Rhône-Alpes,01,Ain,01155,Évosges,01155,10,142.0,0.07042253521126761,0.06564420970818907,5.7,6.11
84,Auvergne-Rhône-Alpes,01,Ain,01159,Feillens,01159,165,3411.0,0.048372911169744945,0.06564420970818907,5.7,4.2
84,Auvergne-Rhône-Alpes,01,Ain,01162,Flaxieu,01162,5,71.0,0.07042253521126761,0.06564420970818907,5.7,6.11
84,Auvergne-Rhône-Alpes,01,Ain,01166,Frans,01166,130,2582.0,0.05034856700232378,0.06564420970818907,5.7,4.37
84,Auvergne-Rhône-Alpes,01,Ain,01169,Genouilleux,01169,30,701.0,0.042796005706134094,0.06564420970818907,5.7,3.72
84,Auvergne-Rhône-Alpes,01,Ain,01170,Béard-Géovreissiat,01170,70,1048.0,0.06679389312977099,0.06564420970818907,5.7,5.8
84,Auvergne-Rhône-Alpes,01,Ain,01174,Giron,01174,15,174.0,0.08620689655172414,0.06564420970818907,5.7,7.49
84,Auvergne-Rhône-Alpes,01,Ain,01184,Hautecourt-Romanèche,01184,50,748.0,0.06684491978609626,0.06564420970818907,5.7,5.8
84,Auvergne-Rhône-Alpes,01,Ain,01185,Plateau d'Hauteville,01185,200,4857.0,0.04117768169652049,0.06564420970818907,5.7,3.58
84,Auvergne-Rhône-Alpes,01,Ain,01190,Innimond,01190,0,95.0,0.0,0.06564420970818907,5.7,0.0
