,siren,codgeo,drop_year,drop_pct,drop_pct_str,primes_2016,primes_2017,primes_2018,primes_2019,primes_2020,primes_2021,primes_2022,primes_2023,libgeo,dep,geometry,annee,depenses_fonct,pop,primes_to_depense_ratio
46,210700480,07048,2023.0,0.9358742800886669,93.6%,10767.75,12655.2,11949.91,11845.0,12275.33,12022.99,19546.87,1012.22,Chalencon,07,"POLYGON ((4.552494258985343 44.86412940116641, 4.554755847834948 44.86674101474935, 4.552495421593382 44.8707697797022, 4.547994291254838 44.872960132762806, 4.536414271028176 44.87653787093997, 4.531349186439449 44.88150753992732, 4.533475257754422 44.882509719103695, 4.532647573555553 44.88561569919025, 4.539240409320663 44.89641996922573, 4.543657019507739 44.897712555987496, 4.5480276093692975 44.897329381383244, 4.558657686964602 44.892280972105574, 4.561337214307306 44.890180282480806, 4.564828565116022 44.887745739068976, 4.581183198619205 44.88519315584855, 4.585806180647236 44.884095707049035, 4.585282754929759 44.8817177642514, 4.579971696153457 44.874572757283296, 4.581088335946007 44.87210698594157, 4.579338017914345 44.868263676246485, 4.576185069640394 44.86643884627565, 4.568512686968797 44.86609621780786, 4.565891143481089 44.86368336417206, 4.554473554564248 44.86313465705497, 4.552494258985343 44.86412940116641))",2022,322293.89,343.0,0.060649210569893204
47,218002897,80302,2023.0,0.934824934258576,93.5%,2460.05,2519.93,2357.67,2411.24,2787.97,2555.17,2688.86,170.89,Faverolles,80,"POLYGON ((2.6122251415189717 49.63394800213308, 2.6058348940658984 49.63540713345627, 2.598137914308713 49.638212625558666, 2.590169320508355 49.63747835437654, 2.5921510868487614 49.63896469548481, 2.587148463525994 49.64126382377481, 2.5882346561064167 49.642554177580394, 2.5931039834387017 49.64450057110851, 2.5969671307512368 49.6476657625667, 2.5997285003466293 49.65153485762794, 2.603111965453465 49.652382271722516, 2.6070202157803597 49.64982165215074, 2.6124950091012344 49.65099721049284, 2.6156739352165657 49.65255128238288, 2.6168545431065806 49.654677981383536, 2.6251159184211974 49.656698028901054, 2.6313120865709463 49.65478699874763, 2.6357588409346033 49.66046162819365, 2.6429898829378833 49.653149194537875, 2.649006248478048 49.648213093003235, 2.6464247505676046 49.64666162540109, 2.6436489433060606 49.6444018664059, 2.6355959641821114 49.64129000322557, 2.6218708409222473 49.637002077573484, 2.617215363713726 49.63306314024802, 2.6122251415189717 49.63394800213308))",2022,192924.3,173.0,0.013937383730302509
48,216405092,64509,2023.0,0.9347629846865281,93.5%,2444.43,2970.63,3112.39,3117.1,3243.94,3305.55,3463.0,220.78,Sauguis-Saint-Étienne,64,"POLYGON ((-0.849419099089333 43.16289884110854, -0.846027542745779 43.157217492568925, -0.8496285728139039 43.151415458443026, -0.8582821373579141 43.1536203620708, -0.8683747968582113 43.15216252392749, -0.8724475318006016 43.14814793358732, -0.8759377595528077 43.146023819272, -0.8814562277305248 43.14376206908985, -0.8831350363748975 43.14105823052623, -0.88453612576017 43.14081430917771, -0.8919572992308893 43.14576874638255, -0.8966124459855316 43.14779257236693, -0.9002376180888354 43.15030480813525, -0.9017559577957471 43.15573006628666, -0.9014123501794649 43.15851486365471, -0.8992701346659046 43.16091343669417, -0.8929680218103161 43.163397823833165, -0.8878202516590807 43.161971803281645, -0.8845385030261752 43.16325064718403, -0.8792469694548479 43.16627803724638, -0.8731375092450032 43.16901218283222, -0.8703705518493168 43.16872473102333, -0.8583050710210067 43.17386376380879, -0.8538843794537819 43.17801918843022, -0.853472311080114 43.17184456353898, -0.854976397630994 43.16914742344833, -0.849419099089333 43.16289884110854))",2022,119439.77,179.0,0.02899369280433142
49,216404715,64471,2023.0,0.9327898486716394,93.3%,7800.79,4981.72,6072.74,4993.04,4916.05,5042.36,5429.57,351.91,Saint-Boès,64,"POLYGON ((-0.82564112730594 43.51309560327213, -0.8292361750983628 43.521545624668924, -0.8228667632634151 43.52499479741406, -0.8213138032330493 43.53381997832549, -0.8184740581401997 43.53940154664103, -0.8157921833035059 43.5406567311249, -0.8155062613403311 43.544407146544806, -0.8134793638481742 43.55015346199585, -0.8024748331872532 43.54834713855714, -0.8031053791967201 43.545745488881536, -0.8007183132212841 43.54337859489028, -0.7943307296913583 43.541216169200105, -0.7912407440245839 43.539002657657825, -0.7870280439618839 43.537344178519895, -0.7811459346031066 43.536066197529856, -0.7815696662474172 43.53302052491914, -0.7892516935711995 43.52914109303207, -0.7874121749105278 43.524239849434565, -0.7867930363917124 43.51890906683151, -0.788644142623148 43.517232231250375, -0.7931475206623653 43.51791310134281, -0.8073461875348668 43.51419105819374, -0.8108866727118893 43.51245447916448, -0.8226156883739607 43.51184807868152, -0.82564112730594 43.51309560327213))",2022,176561.87,373.0,0.030751656628919936
50,216001016,60101,2023.0,0.9322254451100351,93.2%,7225.32,7427.76,6551.96,6897.15,6895.72,7002.72,5846.35,435.42,Brégy,60,"POLYGON ((2.870901864938198 49.10771392661528, 2.8784037254595427 49.10611250923154, 2.8888589153174915 49.10721690578413, 2.898630096514508 49.1051657157776, 2.89932492595165 49.10297773348172, 2.901991641155704 49.101306323984254, 2.9060412958759194 49.09847728313666, 2.904372344432021 49.09416317283447, 2.8960995308919384 49.08797674959674, 2.901331492508674 49.0853419594869, 2.8995597611986477 49.083602480198756, 2.8949382410615945 49.07703267953798, 2.8874392808863845 49.07947199735162, 2.8816305278930114 49.07553976984728, 2.873357739596543 49.0716690462218, 2.8694171997141833 49.07044176718953, 2.8612338700221835 49.070625712229685, 2.8561086990001745 49.07010471121881, 2.852543816407701 49.07563634806334, 2.8450228722296 49.084831961176505, 2.8441279821267207 49.08727689430642, 2.8450970716233357 49.09300712440661, 2.847361605220655 49.09436179699579, 2.848242525446622 49.09668023894669, 2.853370790243074 49.09700845229091, 2.8529703950839593 49.099067804209646, 2.855132797257113 49.10183833314215, 2.870013772455925 49.1077773394643, 2.870901864938198 49.10771392661528))",2022,346893.43,666.0,0.01685344689289734
51,210200259,02025,2023.0,0.932207842887252,93.2%,2842.52,2972.3,3104.06,3236.48,3387.17,3467.05,6885.77,350.92,Artemps,02,"POLYGON ((3.2071365744889824 49.75050398300059, 3.2035443450447203 49.75153923026103, 3.1937580486005537 49.75258437508696, 3.1847777869781604 49.75562156750647, 3.1735935509475075 49.75724611494317, 3.1689978502210874 49.757316897814405, 3.165415811082385 49.76188881085531, 3.1690222914708497 49.76471410419917, 3.1754204059442155 49.765541270980926, 3.1792185461383395 49.7657930403086, 3.190325850055041 49.769892899169854, 3.1977385068766595 49.774383713925744, 3.214901388949133 49.767793710714535, 3.2227786133841523 49.76379150905302, 3.2258765340818347 49.76385013185807, 3.2259710585870223 49.762627804962015, 3.222860319924403 49.75961030718832, 3.215042022727915 49.75370651989885, 3.2071365744889824 49.75050398300059))",2022,171504.57,369.0,0.04014919252589013
52,217601152,76115,2022.0,0.9322033898305084,93.2%,1223.0,1238.0,514.0,721.0,906.0,2457.0,110.0,118.0,Bolleville,76,"POLYGON ((0.5755776777208592 49.58515154562513, 0.570908018891753 49.58698922732175, 0.5651137676304817 49.58732374015642, 0.5580300079364969 49.58544355522364, 0.5573930437100861 49.5862675208828, 0.5530318488652153 49.58997738903088, 0.5506977592310779 49.592955594471285, 0.5484641795390516 49.59799552302771, 0.5452784763626677 49.59793117340236, 0.5439350351025681 49.59893388335648, 0.5452026609757891 49.60159855212362, 0.5446874750074727 49.60403407101643, 0.5385099587390442 49.60815722917472, 0.5425996023015731 49.61017102039057, 0.539390208444028 49.61474041097359, 0.5402741428118031 49.61501577458689, 0.5410859699282512 49.620953846488845, 0.5409398283568861 49.628159785404605, 0.5422532727162861 49.62780016768238, 0.5519053205089711 49.62194470245265, 0.5478709243818645 49.62083350678491, 0.548959100406438 49.61892450453639, 0.556958848651453 49.620501656331456, 0.5582826046756637 49.61782493148472, 0.5634045878949641 49.61702664967139, 0.5695516695310803 49.61142127481701, 0.573242227599282 49.61136632534664, 0.5777519351547064 49.606628928411325, 0.5931101408326153 49.608543348490095, 0.5939850794606502 49.602639082190535, 0.5918972529752148 49.60253334012486, 0.5893178110105614 49.60016500794673, 0.584130093996446 49.59182305770525, 0.5849028899940446 49.58810516834631, 0.581292818722453 49.58648850472531, 0.5755776777208592 49.58515154562513))",2021,315860.98,581.0,0.007778738608358653
53,213900145,39014,2023.0,0.9307332293291731,93.1%,3390.0,3476.0,3421.5,3743.0,3765.0,4185.0,8635.0,444.0,Archelange,39,"POLYGON ((5.504051053927634 47.15345716571494, 5.511905454175965 47.152577578514354, 5.52008543446497 47.150529598104576, 5.523536634370955 47.15516192725197, 5.523738938194135 47.15947813335359, 5.51979091025869 47.162530548201055, 5.5200654342835165 47.164330195542156, 5.527656821665813 47.17403111153651, 5.529156676778816 47.173546945832264, 5.527508149193002 47.16681185630768, 5.530748327536471 47.16287184445264, 5.53277677560544 47.15947414812981, 5.530341943788081 47.15017678557812, 5.5331402460755035 47.144956571932056, 5.532512884686961 47.137683224910376, 5.5292883167719 47.1338200365232, 5.523688088187087 47.132007733669354, 5.520583437921934 47.136783003040584, 5.511146485714109 47.13834247121486, 5.505826307433207 47.13845783545348, 5.506549224113791 47.1417310005839, 5.504485982672385 47.14235606494534, 5.5032756085997425 47.144961725971974, 5.504051053927634 47.15345716571494))",2022,141198.59,222.0,0.06115500161864223
54,212402051,24205,2023.0,0.9298420812981206,93.0%,6096.67,6038.12,6635.3,5996.31,6050.42,12438.92,6887.48,677.95,Grignols,24,"POLYGON ((0.536207207135129 45.113085730040254, 0.5432453576271242 45.11143524980817, 0.5481529292433982 45.11238170352662, 0.5552835338264819 45.1169883064934, 0.5611199794529597 45.11556831068236, 0.5625801162633327 45.10940895621071, 0.5674272310910866 45.10332356870913, 0.5618776717097808 45.10030015668113, 0.5603889095060035 45.09871976165474, 0.5643049014320339 45.09506485834744, 0.5651616968342384 45.09011768216756, 0.5633558701502978 45.08530579144511, 0.567345546168802 45.07571917453622, 0.5681541565948668 45.07186731980396, 0.5659648567212782 45.069562293025356, 0.5629018041199088 45.06839896054495, 0.5541356926208831 45.06362789351051, 0.5454098616268693 45.06214609764605, 0.5285665541364328 45.06409536613461, 0.5282998687008866 45.059768443149345, 0.531726098794686 45.05474952335753, 0.5278353106873197 45.05163207450743, 0.5228506920477793 45.052553186345385, 0.5193836297252071 45.05228253188716, 0.5138760777263928 45.048483622661024, 0.5059959962875237 45.050693648700175, 0.5054606869966879 45.05448674806307, 0.51114809397176 45.06041836777011, 0.5174171051476455 45.061525673809484, 0.5217196053047595 45.06362076827255, 0.5248504790135969 45.067366474158455, 0.5151409089076452 45.075663389446284, 0.5131905601913064 45.07832858754612, 0.5118803795596445 45.08307184328204, 0.5140049650911779 45.086795388689296, 0.5164416138341984 45.0896874321485, 0.5181520129041418 45.094498049024025, 0.5155403514975118 45.09760003836807, 0.5162639532225747 45.10193723452169, 0.5179546729673384 45.10307128815858, 0.5307143381689569 45.10464455962417, 0.536207207135129 45.113085730040254))",2022,283998.46,675.0,0.024251821647201886
55,218004372,80459,2023.0,0.9277329210330412,92.8%,678.91,693.56,1318.86,1352.44,1200.33,1667.87,3571.03,189.3,Laleu,80,"POLYGON ((1.9324681095416831 49.94842800169521, 1.9423875465729796 49.94890002775393, 1.945706892508133 49.94359053793362, 1.9483125284163318 49.9436772778636, 1.9489592339126995 49.941496120547626, 1.9448590770854994 49.94094630615103, 1.9379838547649535 49.938828723516856, 1.9293600214400997 49.934058500023994, 1.9255857500023594 49.93711257381592, 1.9258973172599008 49.94136014288415, 1.9279744327008606 49.942728984312836, 1.9324681095416831 49.94842800169521))",2022,57055.74,108.0,0.06258844421262436
56,216403576,64357,2023.0,0.9274728208474853,92.7%,2115.08,1965.39,1213.49,162.08,1252.66,1332.82,2712.56,146.7,Lucarré,64,"POLYGON ((-0.0692647914917741 43.41157345027566, -0.0736853268329904 43.40938543067266, -0.0740320705397022 43.404219093943645, -0.079994012961427 43.39760401349714, -0.0857010732805084 43.38957784053244, -0.0889728516398952 43.38922667764794, -0.0900740286201652 43.39151565087494, -0.0904669348812286 43.39717656496856, -0.0966953366762858 43.3988677756039, -0.1032168996373835 43.39939001459985, -0.1044756409809194 43.40128762193199, -0.0984997074245526 43.404294952589545, -0.0924250492358506 43.408787268760605, -0.0894083034209318 43.408937861770845, -0.0829521301578322 43.41131344358683, -0.0776372140446049 43.41507423791433, -0.0746263937327969 43.41367728442821, -0.071404183143914 43.413317551815474, -0.0692647914917741 43.41157345027566))",2022,67166.15,63.0,0.040385819345012335
57,213503055,35305,2023.0,0.926727561556791,92.7%,3496.41,3487.67,3720.16,4270.21,4282.11,1740.56,7827.84,350.55,Saint-Péran,35,"POLYGON ((-2.091445270817707 48.07399901618813, -2.085749963986729 48.074245329095476, -2.0788629967225707 48.073187107995835, -2.0722985120988975 48.07043611304415, -2.0647961999185664 48.06901628817118, -2.0623378627212414 48.07067144860559, -2.0549052853155856 48.07099101744987, -2.04862574653435 48.068161965732486, -2.0452223366817712 48.06398273190891, -2.044338115881173 48.061825752499516, -2.044057552899136 48.05990110640472, -2.0395688931346485 48.051443010624325, -2.03838490372892 48.04613558185152, -2.047579742138042 48.045031153239485, -2.0517529726708954 48.045110177996015, -2.0574126479253727 48.043511205286066, -2.0587306399516527 48.04209880747397, -2.0645396229840047 48.040041137761854, -2.070260011745835 48.039084469079086, -2.076044177218038 48.03980328020232, -2.0768737684782526 48.04138142500894, -2.0736272912127633 48.045911504865444, -2.074208949917993 48.049953562869014, -2.08386249335327 48.05160251986011, -2.0868524553350816 48.0534745474913, -2.088348190913131 48.05592762649214, -2.088131782616315 48.058712997711226, -2.085717952022651 48.06081869073919, -2.0839150073921444 48.06625493050272, -2.0848541379981427 48.06795740190472, -2.091445270817707 48.07399901618813))",2022,222003.98,426.0,0.03525990840344394
58,215105768,51623,2023.0,0.9263895623044034,92.6%,2596.3,2608.9,2711.2,2832.8,2796.2,2859.9,6214.9,334.0,Ville-en-Selve,51,"POLYGON ((4.053927537323462 49.13548107105437, 4.066053440963776 49.13466614832055, 4.075518077768377 49.134066936768136, 4.079971656200201 49.134606410456506, 4.090682635735511 49.13225671849242, 4.095191378625555 49.13073516272514, 4.096707200291481 49.13239507985367, 4.093323440061178 49.135773311434896, 4.08811785397096 49.13704359401347, 4.090507301676864 49.14268682375849, 4.095159211700793 49.14322394165348, 4.098198978315311 49.14223064272287, 4.097966079281698 49.14055905958438, 4.094771924731777 49.13891444910741, 4.097277014300211 49.13599482003449, 4.101306460157371 49.12585127644937, 4.10181234817583 49.121791047694984, 4.100666760995525 49.11896904530111, 4.096998803253059 49.113530677995804, 4.09669662045384 49.108576535369636, 4.087696381765759 49.10756388883144, 4.076891419804186 49.105150485965744, 4.073070904457124 49.10647214450754, 4.067961911231021 49.11231137998584, 4.060345509564417 49.116241248085124, 4.059356213544166 49.116121215732775, 4.060556123599353 49.12171121519867, 4.058378566887233 49.126236576790916, 4.053008405230115 49.12911614412169, 4.053927537323462 49.13548107105437))",2022,90353.83,327.0,0.06878402387591095
59,213800618,38061,2022.0,0.9263821273975568,92.6%,43961.7,42271.84,40458.31,46964.81,43806.92,48114.78,2656.35,4110.73,La Buisse,38,"POLYGON ((5.600357508565764 45.347596206073646, 5.607743206295189 45.348069395354216, 5.61242812954149 45.349830669023206, 5.616710270752944 45.348892148978784, 5.622593481149729 45.34481993354739, 5.628677292624684 45.34306470667356, 5.633965916773816 45.3459074196373, 5.636169425398461 45.34579104608675, 5.643301081818817 45.34284931297284, 5.648087752799274 45.33706006125624, 5.649236555379578 45.3283252145885, 5.647643432490572 45.32191281583915, 5.641633656199946 45.31741080715884, 5.624870365357305 45.31503184247281, 5.613501386409031 45.313879009713965, 5.611362533881742 45.315347954296534, 5.6066942017450145 45.31584382214038, 5.600449675685477 45.32198761419543, 5.600012580149741 45.32444876171038, 5.602092997121418 45.33155988341496, 5.603143101547934 45.340242956275446, 5.600357508565764 45.347596206073646))",2021,1708259.17,3257.0,0.02816597202870569
60,215700931,57093,2021.0,0.9258826980207634,92.6%,5231.38,5392.04,5133.58,5386.42,5511.89,129.26,538.01,544.36,Blies-Guersviller,57,"POLYGON ((7.090081086777458 49.132329766486684, 7.083205769170725 49.14165142600784, 7.080322603498798 49.1489680236493, 7.0820777583849095 49.15116430805449, 7.086030122692215 49.152383605664845, 7.091241297586481 49.15201309582054, 7.09516342035308 49.15284641225448, 7.098631453470116 49.15543531381138, 7.101443675841848 49.15598398466621, 7.10614671551302 49.15543680513476, 7.113229702324584 49.15248773632607, 7.112375963294907 49.15045440521316, 7.106100816052706 49.14738166567061, 7.103892561231591 49.14571678803851, 7.102871144630766 49.14156212994497, 7.10411044200486 49.1384904862437, 7.098933652380748 49.134284180532696, 7.097236227584842 49.13157049669695, 7.090081086777458 49.132329766486684))",2020,310021.01,656.0,0.017779085359408385
61,218804946,88494,2020.0,0.9256903502566004,92.6%,2055.0,2064.0,2128.0,2324.45,153.71,158.14,162.69,187.18,Vaubexy,88,"POLYGON ((6.217686179237582 48.27851122825737, 6.215071582120497 48.28025852481747, 6.219308071394584 48.28278644006509, 6.215232266321815 48.287667954323226, 6.214699481062369 48.29167942642098, 6.215994986983712 48.295383312759476, 6.220386158925472 48.29565063136545, 6.234837900444533 48.293515604672955, 6.242871485207992 48.294520490339856, 6.248530166730878 48.29326923017582, 6.2563855217003255 48.28667077090361, 6.254000156687669 48.28267488419769, 6.257049450924782 48.281688356421, 6.266445325677352 48.28117127653384, 6.263981049392674 48.279047363241666, 6.259503427411373 48.277365744070806, 6.2538165238951136 48.276555353303856, 6.249214633535138 48.27442549093333, 6.2485946119461655 48.272250569835315, 6.24588433395374 48.274001221017976, 6.24261350876537 48.27454226522946, 6.230474427041588 48.27468119061064, 6.22267497876107 48.275861084269806, 6.217686179237582 48.27851122825737))",2019,109932.23,125.0,0.021144390503130883
62,217402296,74229,2017.0,0.9249290757015467,92.5%,24139.42,1664.62,1621.93,2511.42,672.81,672.81,2508.06,3033.53,Saint-Cergues,74,"POLYGON ((6.354932730705219 46.229717160645755, 6.352330121101746 46.22082484019933, 6.3529997149402115 46.21648186560083, 6.342642703982532 46.21536730546845, 6.334185497534945 46.21626091499795, 6.3309561274484825 46.21545223162529, 6.323162806003249 46.21187335072555, 6.320276395307855 46.212086744830685, 6.314659554700864 46.21663833141658, 6.304139342356268 46.222106506112226, 6.303415456765152 46.22406326281058, 6.294594351424797 46.225158013601785, 6.29850403759976 46.22949680931434, 6.302776120005134 46.23517996624802, 6.308905651899815 46.242163969243656, 6.309586847915419 46.24569297859361, 6.309100301240506 46.248481671788255, 6.306713929055818 46.25235798528642, 6.308473538835833 46.255145882921575, 6.318552329189473 46.251561582898454, 6.325115389119067 46.25020849037599, 6.32922558851613 46.24853967664296, 6.33345571204853 46.24577026799096, 6.341380813012392 46.239149732885444, 6.345525922997836 46.23347868624633, 6.347153045105385 46.23407606087047, 6.354932730705219 46.229717160645755))",2016,,,
63,211600127,16012,2022.0,0.9245522172522623,92.5%,5755.99,5710.6,5968.63,5931.48,6402.23,6962.51,504.17,504.17,Angeac-Champagne,16,"POLYGON ((-0.3152014446719636 45.61963745560656, -0.3077622029562921 45.62211485088452, -0.3016389631557305 45.62184310955508, -0.3000226337953811 45.62111626307634, -0.2890444899976802 45.626341637165645, -0.282007814290857 45.627837650477666, -0.2797721976340143 45.633838991081035, -0.2745307251829608 45.637540454172125, -0.2693184911511677 45.63704681965723, -0.266389618167109 45.636035011995524, -0.266838729484474 45.6326667888143, -0.2561670817493872 45.633750470733716, -0.2474651434596974 45.63213087958328, -0.248128285003485 45.627659710087656, -0.2595479442126272 45.62829719278372, -0.261881554957102 45.6270681375338, -0.262134736692124 45.62351205642784, -0.2612821320349988 45.616890969361876, -0.2626018429570208 45.61259420665114, -0.2623413508153534 45.6066011785896, -0.2719424176371152 45.60470912345432, -0.2811803366940302 45.60450442789739, -0.2884140429665267 45.603260714075645, -0.292520394471312 45.59920460491406, -0.29671046658489 45.59656539178139, -0.3018078110444476 45.59518983916534, -0.3187986045592783 45.59165684927307, -0.3266638932191838 45.58864979167233, -0.3240761421757649 45.591758999544076, -0.3190356912927369 45.604877327508824, -0.3165628921762421 45.613015833126056, -0.3152014446719636 45.61963745560656))",2021,353989.77,516.0,0.0196686757360248
64,210601381,06138,2019.0,0.9225548594939466,92.3%,55378.6,57326.810000000005,43754.6,158.62,4207.42,3201.83,3312.93,8689.86,Théoule-sur-Mer,06,"POLYGON ((6.903672136017609 43.49496508295592, 6.912183877671274 43.50607303427054, 6.914148710578515 43.511354880249016, 6.921269957130475 43.515096011012744, 6.927570450180644 43.517254146851386, 6.932591578849002 43.51765256019131, 6.937021694902155 43.51723380311388, 6.937434774552609 43.51025361307039, 6.938298439301472 43.508545438662914, 6.9461572076195806 43.506131376311124, 6.953031887394584 43.50626783582942, 6.956092388579334 43.501512697331634, 6.956092991043575 43.49893297038151, 6.954777492598073 43.49665925216662, 6.951447548936973 43.49620028416967, 6.946514212522603 43.49186560798443, 6.947097836535253 43.48868425420772, 6.9486190840695965 43.48617814642042, 6.946339503040211 43.4841329713985, 6.942467501777908 43.48485434553939, 6.933986316936591 43.48464666879499, 6.930497908504204 43.483160993123285, 6.931157161569667 43.48107337224938, 6.933420082306305 43.48028184579003, 6.925485189883753 43.48153697760953, 6.9212937061834925 43.48149528107863, 6.9139806993549815 43.48272704872057, 6.912558806376598 43.48671229984425, 6.912119161640768 43.490726571803634, 6.908126977183411 43.49493350889451, 6.903672136017609 43.49496508295592))",2018,8329729.45,1554.0,0.00525282366764025
65,213002033,30203,2019.0,0.9193993576336756,91.9%,5698.06,5605.8,5783.34,440.49,443.34,443.86,460.86,506.38,Portes,30,"POLYGON ((4.024904823953578 44.28422116134533, 4.035942685783355 44.28553553468225, 4.037964517016345 44.282551863758464, 4.049926050447538 44.28011813121155, 4.052866201717518 44.27802767644109, 4.056105672635726 44.27748101251687, 4.059667563868488 44.274868816675635, 4.062994310892744 44.269358637786304, 4.064629028451801 44.265089275865456, 4.0644928588895235 44.262641593599874, 4.066505709758077 44.25450171898562, 4.0650260017292705 44.25258266151632, 4.058143608140022 44.24639782245169, 4.054263741234449 44.246370682828385, 4.039174623210626 44.2401987155875, 4.035771182923398 44.246482169094506, 4.03336857573329 44.24830930145708, 4.026470564899373 44.25101628509729, 4.021528761664482 44.2521579420748, 4.018248782497722 44.2503838911918, 4.018293872018277 44.252896887512804, 4.016492895016007 44.25813374336596, 4.014284594626955 44.26079646858889, 4.011765725218283 44.266297673816936, 4.006850882608991 44.26904958929243, 3.9980272235767034 44.27538143903422, 3.99723197748325 44.27635536419988, 4.001821074054929 44.27554026150167, 4.009899859911972 44.27301732745871, 4.016425367764989 44.26947702080702, 4.0190747020359145 44.271257002782164, 4.023983114225935 44.2781716848604, 4.025946011514741 44.281891334127835, 4.024904823953578 44.28422116134533))",2018,451263.36,367.0,0.012815886492535091
66,216201749,62174,2023.0,0.9184940035450444,91.8%,6507.41,6736.45,7676.14,7946.05,8308.41,14842.5,6471.76,868.62,Brêmes,62,"POLYGON ((1.962853685765492 50.8743027228941, 1.9648132049554847 50.86847394592794, 1.973588103702391 50.85897587545706, 1.9743278719020878 50.857761542631216, 1.97267532486335 50.85370128016662, 1.9681023744554744 50.8476898351885, 1.9594959254549915 50.83933212894914, 1.9591487303037438 50.83149257015106, 1.9620593766338774 50.82894741901769, 1.9590221824215623 50.82776585447791, 1.9532972184532587 50.82823180483848, 1.9507546669521159 50.82294308044345, 1.9477289144244063 50.821247429441556, 1.9402823815982233 50.821120107708815, 1.9378051228548245 50.82244798900299, 1.9398687599768583 50.826191258311944, 1.9429816520175744 50.82859441971539, 1.9454514159752103 50.83246946894234, 1.941384490708089 50.83654605766124, 1.9441430863976297 50.84125858380207, 1.9413587238337506 50.84258390152478, 1.944619910567464 50.84768603876006, 1.9445263421619101 50.85211736865092, 1.9461860291255486 50.85572846261026, 1.9509239022189568 50.858658876335966, 1.9517943320007458 50.860978566084555, 1.9504129836862374 50.863536246448604, 1.956259215895664 50.8721281122724, 1.962853685765492 50.8743027228941))",2022,703365.36,1303.0,0.009201135523648762
67,210102067,01206,2023.0,0.9181379155034297,91.8%,9424.37,6669.47,2937.71,3062.33,2960.11,3110.24,2484.78,229.01,Lantenay,01,"POLYGON ((5.560508461541032 46.048032132041826, 5.556396745470202 46.04380328867043, 5.552613193351182 46.03859938975832, 5.549016061898978 46.03539074667805, 5.545961791958263 46.0358464093655, 5.542561185234621 46.03888982843678, 5.535964922345788 46.047422808568776, 5.529175620176532 46.05383111838054, 5.524825475219814 46.05857216748056, 5.514345258491288 46.05977256783146, 5.514470303073688 46.06454286563259, 5.52407779240577 46.06665146485021, 5.527607333381248 46.068378885642126, 5.529592018068224 46.0709791875033, 5.531984404400066 46.07028078661275, 5.535751219681541 46.06703605202036, 5.548805596474816 46.06100272891327, 5.553075035012417 46.06058416830094, 5.557810419091663 46.05615580520646, 5.560508461541032 46.048032132041826))",2022,282694.0,283.0,0.00878964534089864
68,215103938,51425,2023.0,0.9174679679000721,91.7%,4252.28,2403.84,3429.76,1760.3,1701.99,1786.62,1972.89,155.14,Passy-Grigny,51,"POLYGON ((3.697930353402406 49.148693312031526, 3.702867929585234 49.141455199378804, 3.7079272484820964 49.14322789744724, 3.710023364241462 49.144889159543716, 3.7168648437208978 49.146972800593446, 3.715162442424131 49.145244950984186, 3.7193656722854294 49.14219452726785, 3.719140531986234 49.14020040741961, 3.709751787270472 49.132274251760315, 3.705786173683077 49.13101017007379, 3.701692421164269 49.127558106906584, 3.6994838137426886 49.12480302880754, 3.691903611638382 49.118860369036, 3.6945195764371013 49.11524050700998, 3.7043305528064367 49.111063682538784, 3.705340507966902 49.10552178619164, 3.700513562628308 49.106064974708396, 3.6942334389831593 49.108611891559875, 3.69210165485021 49.111520901056416, 3.6803069000659474 49.11499987254929, 3.674676041122611 49.11451661743561, 3.6716909621007314 49.11260218556637, 3.6656018374531465 49.11482465625708, 3.6618046923625434 49.11883660891577, 3.657151371764676 49.117639072350215, 3.647042354634458 49.11415346982471, 3.641630745621443 49.11540550698828, 3.646228170692192 49.120079966395494, 3.653198998626316 49.125063222784355, 3.6523796746856374 49.13053913777182, 3.6503231469273207 49.13183767026665, 3.6448977533012745 49.13212434945588, 3.6426970582918146 49.13773628867509, 3.6526573352236946 49.13691024765527, 3.665488142011257 49.13671123745929, 3.675531460992327 49.134724181677925, 3.6835717253388056 49.138090381738806, 3.689717651708801 49.13998640811879, 3.691413018085029 49.14126407368364, 3.697930353402406 49.148693312031526))",2022,232172.52,397.0,0.008497517277238496
69,214602898,46289,2017.0,0.9135043756336765,91.4%,2706.71,209.56,212.6,216.33,221.6,256.71,254.4,267.63,Saint-Pierre-Toirac,46,"POLYGON ((1.9718537148212143 44.53252207997456, 1.9705631333785811 44.52870721385625, 1.962272142685891 44.52102390895051, 1.9581371555264742 44.51911576378775, 1.9573942167834455 44.52007556833726, 1.950516099046262 44.52432885118268, 1.942054817244152 44.5307580354144, 1.9408001544272553 44.53480668439522, 1.937056322829686 44.53618871657021, 1.9400832760936155 44.53918276938903, 1.9402343459190314 44.54562977203163, 1.9417287942450205 44.54815787575265, 1.943277653189827 44.5477859760882, 1.9552669817171568 44.55176740264015, 1.9594161411310058 44.553031237069305, 1.9627745775169394 44.547970850089484, 1.9609330761208061 44.544537399589096, 1.961275053868729 44.54073775467675, 1.964070877435334 44.536638893577226, 1.9718537148212143 44.53252207997456))",2016,,,
