,siren,codgeo,drop_year,drop_pct,drop_pct_str,primes_2016,primes_2017,primes_2018,primes_2019,primes_2020,primes_2021,primes_2022,primes_2023,libgeo,dep,geometry,annee,depenses_fonct,pop,primes_to_depense_ratio
10,215103284,51352,2023.0,0.976087050019354,97.6%,6109.62,4544.0,4726.8,3466.8,3573.9,3654.3,7971.2,139.0,Marolles,51,"POLYGON ((4.620990879400076 48.70874751521289, 4.617484712460581 48.71253066970156, 4.609974759558308 48.71353393579373, 4.602378468875189 48.714924318814056, 4.60574070200405 48.72235016822821, 4.607787268693764 48.7283767082687, 4.613704366065882 48.729649353980385, 4.62314311060678 48.73074505503491, 4.626938169621712 48.729920516639716, 4.637203133839669 48.72610901778677, 4.6376705174782415 48.72539414113807, 4.638477042970445 48.723000052742606, 4.641318495249155 48.72302540904789, 4.641329425257452 48.72025579803683, 4.6358670911613045 48.714727471555335, 4.632202699272484 48.71342512614662, 4.629098203145829 48.71436924618017, 4.6248206187893794 48.712237766270945, 4.620990879400076 48.70874751521289))",2022,489007.56,894.0,0.016300770482975763
11,212002497,2A249,2017.0,0.9740972575862614,97.4%,346565.39999999997,14610.160000000002,6765.64,6269.65,6744.17,7932.78,9168.460000000001,11348.099999999999,Propriano,2A,"POLYGON ((8.858601721619301 41.62397257414269, 8.860543373732098 41.62786141891628, 8.867389434908276 41.637601240992595, 8.869038990729157 41.642022139663645, 8.869347618396533 41.64600217917885, 8.872466441339434 41.64692395969899, 8.87665271253305 41.65075172584025, 8.879045943867823 41.65829023017326, 8.881468984044556 41.670469310941876, 8.882960683803498 41.671546392170846, 8.886820235495597 41.67120137206677, 8.89062268425776 41.6720199714032, 8.8942316027749 41.675234909946774, 8.907826595543817 41.67705085327194, 8.916534896178153 41.68191277829174, 8.919007625682973 41.680677463540626, 8.917859333157919 41.675261482807876, 8.919359367497657 41.66518303210691, 8.91699788512579 41.660609201177486, 8.919065203429115 41.65533468086804, 8.918339773948743 41.65240963971173, 8.920199890700397 41.643342746817865, 8.919550270227878 41.639446366445725, 8.916098722298383 41.636932841935234, 8.91404526461227 41.633695792250464, 8.908668011596763 41.63786680307973, 8.896487700758156 41.638873472958764, 8.894477081409274 41.63692314887046, 8.894756578911737 41.63452196174841, 8.889729084754673 41.62919482176243, 8.886715714442369 41.62672037372925, 8.88574098567319 41.62561450002464, 8.869283157491322 41.62008829435004, 8.858601721619301 41.62397257414269))",2016,,,
12,218002962,80310,2023.0,0.9731349605675497,97.3%,4356.88,4559.37,4298.02,3744.62,7637.92,4129.21,4228.12,112.26,Fienvillers,80,"POLYGON ((2.209024433076427 50.12620898183245, 2.2124888235235365 50.12346644498945, 2.22168235947635 50.12114603314143, 2.2266537447596444 50.12509959683705, 2.2332390308026153 50.128870127851286, 2.238413364412963 50.132824431836625, 2.2436383287476898 50.13343538468159, 2.252144081637304 50.13683087742867, 2.248331330717092 50.14278714492404, 2.2511281498076587 50.14428302580785, 2.2591138410211564 50.14208108729632, 2.2576508999979956 50.13885745856563, 2.264735159243928 50.136263917963255, 2.2687742487567006 50.13538787801415, 2.272510328484973 50.13457420739272, 2.2728463591942636 50.13219722829359, 2.264628872681317 50.12970503420634, 2.261202860543326 50.12306187148876, 2.262227815523251 50.12178208378424, 2.2578172699442702 50.12059815237662, 2.254443876873314 50.124178380214026, 2.248025536987013 50.12266040856713, 2.249697314728327 50.11849128250681, 2.2459320986086824 50.11454603755728, 2.25005145095267 50.10814141763699, 2.2486916047276506 50.10485386028609, 2.2489593434650215 50.10035455327773, 2.2459705314133838 50.09840724565765, 2.2403179876381145 50.099722684737365, 2.232093743557494 50.09812832083136, 2.2237281727170273 50.099233097749675, 2.219766083028333 50.10177996324044, 2.2168912392347164 50.10555532134518, 2.2124173536377687 50.108613060766686, 2.207375437784465 50.10935220301986, 2.1976417347039163 50.10774580034765, 2.1993125612211584 50.11662994402584, 2.209024433076427 50.12620898183245))",2022,316900.54,696.0,0.013342104118850666
13,218501146,85114,2022.0,0.9703423276258603,97.0%,25486.94,26452.86,31266.43,33340.1,30763.56,23891.1,1080.62,540.31,Jard-sur-Mer,85,"POLYGON ((-1.5808578164687153 46.44708591445984, -1.5755285188366075 46.44407102202196, -1.5729642722357529 46.43255046017926, -1.5715435672260138 46.42905581990445, -1.56672328609351 46.42311436463548, -1.5622291410275886 46.41993637461116, -1.5623496049530807 46.41463649371307, -1.563939957610587 46.40669482181619, -1.577961326482207 46.40923231520965, -1.5832637519541726 46.40972963446154, -1.586173186573735 46.4085794525479, -1.590065857290231 46.40906857321426, -1.6043523441135803 46.41249628895633, -1.6091926197217965 46.4130756616923, -1.6163693368394387 46.412397895063776, -1.623021382541138 46.41329078719533, -1.627151104570909 46.414350252768344, -1.6301886424746683 46.41803701246765, -1.6359325771030553 46.419288941384885, -1.6421953242815843 46.41890503232096, -1.6467775862850782 46.41975166429133, -1.6537390974599424 46.42205093451891, -1.6537220303799995 46.424053556341015, -1.648350542589163 46.426080783508034, -1.6462386906924882 46.431074745034415, -1.6422826337820995 46.432075321885094, -1.6359253713159736 46.43136520066804, -1.6269802846790755 46.42895157809436, -1.6218683578678104 46.428513056998476, -1.6204170191362302 46.431348647816456, -1.6184273584308153 46.43226871477782, -1.6120082431147023 46.43304502947207, -1.605673383966184 46.437046364933344, -1.5993402425259662 46.44330738049212, -1.5956797644153706 46.44448808130909, -1.5902584932350843 46.44373768212001, -1.5865274092014787 46.44408144835158, -1.5808578164687153 46.44708591445984))",2021,2572699.36,2695.0,0.009286394038672284
14,217301423,73142,2017.0,0.969374548190322,96.9%,39883.26,1505.5,1360.16,1360.49,1362.22,1362.36,1362.96,236.41,Landry,73,"POLYGON ((6.7431057348126275 45.58148780636354, 6.748990518699105 45.579613580323695, 6.758930469878239 45.57753889947743, 6.765658573991913 45.57311847229563, 6.775711305396572 45.56729509892933, 6.788331696672748 45.5625459323464, 6.794862692316964 45.55935656221503, 6.804277521982481 45.55374563462139, 6.804078100528478 45.54949262746112, 6.781957770105341 45.55043338670481, 6.776112400901592 45.551469118354746, 6.772238667155704 45.552954655491455, 6.761280790175126 45.55358034186239, 6.754660669761025 45.55683523606577, 6.751832544950437 45.5560261860257, 6.748743995792175 45.54999804516355, 6.7478043255029885 45.54977124987362, 6.747059698225778 45.553797554324724, 6.74489047055734 45.56000116671548, 6.740693150340956 45.563561620581744, 6.7287427914593785 45.56595965298551, 6.72433211947058 45.570494613181815, 6.728467024368366 45.57422980283671, 6.736623408012074 45.577250338137105, 6.7431057348126275 45.58148780636354))",2016,,,
15,211300348,13034,2020.0,0.967516944439408,96.8%,20870.36,22374.47,23875.08,30175.1,1058.77,1274.89,979.91,197.86,Eygalières,13,"POLYGON ((4.953491598476258 43.728307711751114, 4.93962468543183 43.733388753426, 4.928635503930888 43.73635494487451, 4.9173209411106535 43.73765027221627, 4.919715319126035 43.74237673911957, 4.918275942224221 43.750135087728296, 4.920220357986872 43.75209851624732, 4.922834720525579 43.75269680922071, 4.924763623751419 43.75685146761163, 4.923417465075825 43.75938849051868, 4.920138535513726 43.76299066162378, 4.916996095130271 43.76800806547064, 4.916557793819133 43.77362227531071, 4.914815407027019 43.77771280026956, 4.912916548221031 43.77980832251061, 4.913269938529416 43.78502199412555, 4.9266161764467435 43.7853023944472, 4.924503299665858 43.78901299977483, 4.923483257518294 43.79328427796228, 4.924311086689014 43.799262928806804, 4.934485534752621 43.79566729703492, 4.937108627925111 43.79117408268656, 4.944935524130339 43.78968136000273, 4.945467552738831 43.78690078025982, 4.953735068703058 43.78784841621971, 4.9626644451744415 43.78981461952975, 4.966769968553073 43.79206059937015, 4.968076487212292 43.79100590306451, 4.975914587456419 43.78467741122142, 4.981559484891797 43.77967714168911, 4.987064693767753 43.77068359719482, 4.989027434944138 43.76536338418822, 4.995234136465516 43.75603443243355, 4.9975644559077415 43.751029574290406, 4.997669068388671 43.74890102707882, 4.986250758988538 43.744663319078846, 4.971152295409281 43.73739790949834, 4.966712927745294 43.73573825048614, 4.961762937043488 43.73221880509478, 4.953491598476258 43.728307711751114))",2019,2104551.16,1915.0,0.014338021604568641
16,214501082,45108,2023.0,0.9664775264973126,96.6%,30631.43,29594.46,39252.3,30504.969999999998,30670.16,30297.75,6354.08,614.33,Coullons,45,"POLYGON ((2.49126037800328 47.56830996394983, 2.490462531962807 47.57159311141392, 2.487657813804348 47.57428746189305, 2.475243948423441 47.579581110725336, 2.4525460847607916 47.596747649379, 2.4504772396138135 47.60215113855752, 2.450152463318083 47.605758407765045, 2.4380287992413967 47.60976057803499, 2.4408839125684314 47.62098728032769, 2.443714146344073 47.62551175143478, 2.4515719028782663 47.63560185420572, 2.4524538963379166 47.64314566362569, 2.453299164266282 47.65429797088379, 2.4536764371144058 47.65494414641685, 2.468449572028785 47.66525836958278, 2.4781235318649277 47.667428500620424, 2.481087363425949 47.66866606491549, 2.4890437531971172 47.66986104067302, 2.4938423391229536 47.67001079696943, 2.4983711433346416 47.66822598718798, 2.502216287867228 47.667662460606635, 2.5164687269935038 47.6626959302161, 2.5322190743246584 47.66172897833296, 2.5459631383699803 47.65959220111402, 2.555179391076666 47.64783500435373, 2.563989413974958 47.63833094884687, 2.5641912920775 47.637107320608216, 2.5585581490415508 47.63379966820533, 2.5538380527922375 47.624631048875834, 2.544201235747654 47.61866519776198, 2.5599420419120387 47.60557940392943, 2.566245501208594 47.59683883526619, 2.5739108971577913 47.585331836235994, 2.573161129266859 47.58320248259488, 2.5654367985444946 47.57840519450279, 2.5699818945847244 47.57333102411911, 2.56952613958507 47.57042939680105, 2.567433790873026 47.56848835794723, 2.563187925209316 47.57214580954491, 2.5472554270427765 47.575178354925825, 2.5229552461768487 47.57063494260565, 2.5217858211150292 47.57282123417998, 2.519107443637626 47.57229467846948, 2.513382827962501 47.56956431494779, 2.5078379568945777 47.568187740421834, 2.4991243572265844 47.56757066447435, 2.49126037800328 47.56830996394983))",2022,1676630.8,2330.0,0.0037897908114296838
17,218710804,87108,2023.0,0.9663245777981713,96.6%,4575.15,4878.87,4711.08,4516.96,4827.74,5922.21,6587.21,210.63,Nouic,87,"POLYGON ((0.910121374344028 46.01769957322573, 0.9082058698067026 46.01663237286032, 0.9010063631280095 46.019788282901814, 0.8966061394364468 46.02280226925693, 0.8940951728739407 46.022691143825824, 0.8938984253854546 46.025396120845144, 0.8957892975949471 46.027108017162654, 0.8914079727237578 46.029606237674145, 0.8862937913957336 46.03176817430458, 0.8825162724080615 46.035502662643616, 0.8888469333836451 46.03807142147095, 0.8946823081099752 46.043855179250464, 0.8940167024539434 46.04906660570767, 0.8871425793568453 46.05332412262795, 0.8808399859103946 46.05481879034616, 0.8747302097957073 46.06096012500108, 0.876538062371352 46.067249674067014, 0.8737573859632649 46.07164749856971, 0.8709372494445444 46.072239513529404, 0.8706517671760488 46.07720001310677, 0.8716825675889172 46.07947656556905, 0.8746146413288188 46.080821369866584, 0.8815180015198238 46.08559387847651, 0.8917861366592915 46.0877843758184, 0.9014663189886648 46.09073694711881, 0.91415700541783 46.09058401030552, 0.9219594797704199 46.091436573555974, 0.929644694899752 46.092931359824, 0.9349371614078589 46.09109309624184, 0.9414278608867298 46.09211390258638, 0.9425029157574705 46.093294222782646, 0.9484113364471254 46.0924338547168, 0.9521925959190826 46.0910833828421, 0.9530819004936995 46.089745142655964, 0.947191931605468 46.07764359343439, 0.9487430424149016 46.07605940295573, 0.9570006016552843 46.07466067033186, 0.9600064325857393 46.07155477050186, 0.96026707571492 46.0670451752957, 0.9587528588449313 46.062632626510975, 0.9584283169636809 46.05882188555037, 0.9548073395973244 46.05843418794259, 0.9516847545167264 46.062182734715705, 0.948166385887393 46.06153872145668, 0.9448545264590261 46.05786730536226, 0.9455933088795138 46.05555904894473, 0.9487651284137064 46.05548749090422, 0.9507631969663571 46.049397068628174, 0.9402025338661216 46.05017305377457, 0.9407599685825995 46.04773255127007, 0.9482739115205717 46.04367692411858, 0.9460163433409792 46.03925071594515, 0.9423229194743648 46.03834536022701, 0.9471946640101045 46.035144693867956, 0.9438362605243827 46.03276217552696, 0.939097393160679 46.032418148152274, 0.9353295256337464 46.033510401630174, 0.9336013439813299 46.037348332090914, 0.9284168376068629 46.0389304545848, 0.9223135710603566 46.04262370046208, 0.9171941684338819 46.04246526799996, 0.9171397710774483 46.03898176873998, 0.9181803816052798 46.03364815450694, 0.9151292705526852 46.02811035565428, 0.9146730870533721 46.02294269738042, 0.9120468527158725 46.02095961368151, 0.910121374344028 46.01769957322573))",2022,453767.89,466.0,0.014516694867942286
18,218903425,89342,2023.0,0.9655772632299533,96.6%,7215.86,7414.45,7730.08,8400.08,8659.16,178.35,9053.92,158.9,Saint-Denis-lès-Sens,89,"POLYGON ((3.2642692928794483 48.21961443656992, 3.265149715638758 48.22109407018482, 3.264782078837415 48.225153198746305, 3.262195840840251 48.231793944905924, 3.2600693402475116 48.23340907049481, 3.25348044467444 48.23522706084427, 3.2511631607698668 48.23761543261556, 3.249725082492258 48.24129023418265, 3.247215391871199 48.24412983947699, 3.244415481248083 48.24722765112515, 3.2422972842706366 48.250903739843345, 3.241820574248555 48.25277278452247, 3.250653213887294 48.2528188059242, 3.2651919251250434 48.24879328208793, 3.267402546625959 48.244536816087994, 3.2715687779394953 48.243238986719156, 3.2774953932130173 48.24457797215217, 3.280415257399524 48.246181496206276, 3.285263741610471 48.24546131423697, 3.2867653263478247 48.23605282999431, 3.2762741850853847 48.23375880470385, 3.27721192437904 48.22757255584852, 3.2787392748873305 48.22286648783003, 3.278674634120672 48.210627248226075, 3.2726594817862025 48.2101903573237, 3.2652117489921926 48.21413681114633, 3.2642692928794483 48.21961443656992))",2022,918010.36,668.0,0.00986254664925568
19,216206516,62651,2023.0,0.9651333772991767,96.5%,3988.9,2666.94,2879.62,2698.98,2849.65,2940.93,5641.49,149.62,Penin,62,"POLYGON ((2.4763542842998656 50.3186376292049, 2.474340604212721 50.31798627058103, 2.4673677365478954 50.31821346885625, 2.4612943766484747 50.31934411460541, 2.4620690203314735 50.32249716843954, 2.460215554624667 50.32576728718871, 2.4603510587325275 50.3320028788189, 2.459023029895974 50.33334690026599, 2.466486295868604 50.33472923752803, 2.467345619389117 50.33948949099175, 2.470345077617768 50.34258770970516, 2.472359686558803 50.34323911150478, 2.4851788790882026 50.34490018486243, 2.49469946278834 50.34294695794529, 2.494907378864367 50.34236931684953, 2.4987810311789502 50.3390427047783, 2.5077671631464566 50.339914486242314, 2.513130208367654 50.33922871762089, 2.5147662948440384 50.337242569133096, 2.514843425043212 50.3292081643086, 2.517079807162505 50.32780282236057, 2.518614947877796 50.32575192007098, 2.5133171485045644 50.31981749911799, 2.504254273203699 50.31682456601443, 2.5029176988736723 50.31919751135273, 2.4993571930040677 50.32168998497785, 2.494589124230343 50.323663177621896, 2.487517142404969 50.32363399546798, 2.4787528757605797 50.32115467265193, 2.4763542842998656 50.3186376292049))",2022,157181.63,492.0,0.03589153516221966
