code_commune_insee,nb_maisons_total,1945-1975_moyen,pre1945_faible,1945-1975_faible,pre1945_nul,post2020_faible,1976-2020_nul,post2020_moyen,pre1945_fort,1976-2020_faible,1976-2020_moyen,1976-2020_fort,1945-1975_fort,pre1945_moyen,1945-1975_nul,post2020_nul,unk_fort,post2020_fort,unk_faible,unk_moyen,unk_nul,nb_maisons_exposition_rga,pct_exposition_rga
10300,141,12,0,0,0,0,0,0,0,1,34,0,0,94,0,0,0,0,0,0,0,141,1.0
10301,111,5,1,0,21,0,2,0,0,0,10,0,0,68,4,0,0,0,0,0,0,84,0.7567567567567568
10302,48,0,1,0,33,0,6,0,0,0,0,0,0,7,1,0,0,0,0,0,0,8,0.16666666666666666
10303,44,0,4,1,0,0,0,0,22,2,0,6,9,0,0,0,0,0,0,0,0,44,1.0
10304,111,3,1,0,0,0,0,0,71,1,1,12,19,3,0,0,0,0,0,0,0,111,1.0
10305,41,10,0,0,0,0,0,0,0,0,10,0,0,21,0,0,0,0,0,0,0,41,1.0
10306,140,0,67,38,0,2,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,139,0.9928571428571429
10307,163,17,0,0,0,0,0,0,0,0,101,0,0,36,9,0,0,0,0,0,0,154,0.9447852760736196
10308,112,9,0,0,0,0,0,7,0,0,43,0,0,53,0,0,0,0,0,0,0,112,1.0
10309,66,2,12,1,0,0,0,0,0,5,3,0,0,43,0,0,0,0,0,0,0,66,1.0
10310,103,0,39,1,15,2,11,0,0,33,0,0,0,0,0,0,0,0,1,0,1,76,0.7378640776699029
10312,100,0,17,1,0,0,0,0,71,1,0,8,2,0,0,0,0,0,0,0,0,100,1.0
10313,194,0,20,3,0,1,0,0,77,24,3,42,21,1,0,0,0,2,0,0,0,194,1.0
10314,195,2,65,8,31,0,36,0,0,16,16,0,0,12,8,1,0,0,0,0,0,119,0.6102564102564103
10315,20,0,11,4,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0.95
10316,110,0,69,14,1,0,3,0,0,22,0,0,0,0,1,0,0,0,0,0,0,105,0.9545454545454546
10317,789,7,298,9,191,0,79,2,0,23,28,0,0,123,26,1,0,0,1,0,1,491,0.6223067173637515
10318,81,2,0,0,0,0,1,0,0,0,32,0,0,46,0,0,0,0,0,0,0,80,0.9876543209876543
10319,261,3,23,6,1,0,0,1,0,3,19,0,0,204,0,0,0,0,0,1,0,260,0.9961685823754789
10320,120,7,31,5,7,0,0,2,0,15,5,0,0,45,3,0,0,0,0,0,0,110,0.9166666666666666
10321,1357,37,54,259,2,15,186,6,0,379,318,0,0,54,47,0,0,0,0,0,0,1122,0.8268238761974944
10323,5037,0,2391,1096,101,51,266,0,0,935,0,0,0,0,190,5,0,0,2,0,0,4475,0.8884256501886043
10324,82,16,0,0,0,0,0,5,0,1,38,0,0,22,0,0,0,0,0,0,0,82,1.0
10325,1190,38,35,198,0,25,2,11,0,476,387,0,0,17,1,0,0,0,0,0,0,1187,0.9974789915966387
10326,113,10,7,1,3,0,0,0,0,0,31,0,0,61,0,0,0,0,0,0,0,110,0.9734513274336283
10327,63,0,25,9,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,63,1.0
10328,183,15,0,0,31,0,38,1,0,0,45,0,0,25,24,3,0,0,0,0,1,86,0.46994535519125685
10329,257,6,13,3,0,2,1,16,37,35,49,48,16,29,1,0,0,0,0,1,0,255,0.9922178988326849
10330,86,0,59,2,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,86,1.0
10331,269,27,19,7,1,0,0,6,0,6,113,0,0,86,1,2,0,0,1,0,0,265,0.9851301115241635
10332,199,24,0,0,0,0,1,3,8,0,88,43,14,14,0,0,0,4,0,0,0,198,0.9949748743718593
10333,3024,11,723,707,43,14,375,43,0,542,251,0,0,10,276,26,0,0,3,0,0,2304,0.7619047619047619
10334,259,15,102,27,1,2,2,1,0,76,19,0,0,14,0,0,0,0,0,0,0,256,0.9884169884169884
10335,143,10,53,1,0,0,0,1,0,4,19,1,0,54,0,0,0,0,0,0,0,143,1.0
10336,205,11,21,21,2,2,11,20,0,16,67,0,0,23,1,10,0,0,0,0,0,181,0.8829268292682927
10337,20,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,20,1.0
10338,81,0,32,8,0,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,81,1.0
10339,138,12,0,0,0,0,0,8,0,0,76,0,0,42,0,0,0,0,0,0,0,138,1.0
10340,981,97,22,83,13,16,164,52,0,135,297,0,0,70,12,20,0,0,0,0,0,772,0.7869520897043832
10341,171,12,46,23,0,2,2,0,0,35,12,0,0,34,5,0,0,0,0,0,0,164,0.9590643274853801
10342,187,12,0,0,0,0,0,4,15,0,62,23,6,62,0,0,0,3,0,0,0,187,1.0
10343,2005,0,433,708,0,18,0,0,0,844,0,0,0,0,0,1,0,0,1,0,0,2004,0.9995012468827931
10344,360,45,14,20,0,0,0,5,0,28,189,0,0,58,0,0,0,0,0,1,0,360,1.0
10345,189,0,27,12,0,0,1,0,28,31,0,68,20,0,0,0,0,2,0,0,0,188,0.9947089947089947
10346,37,2,0,0,0,0,0,0,0,0,4,0,0,31,0,0,0,0,0,0,0,37,1.0
10347,118,15,7,5,0,0,0,2,0,7,37,0,0,45,0,0,0,0,0,0,0,118,1.0
10348,106,6,0,0,0,0,0,1,0,1,39,0,0,56,3,0,0,0,0,0,0,103,0.9716981132075472
10349,1293,63,187,237,2,48,31,7,0,463,202,0,0,41,2,10,0,0,0,0,0,1248,0.9651972157772621
10350,424,35,2,0,0,0,2,4,0,5,66,0,0,310,0,0,0,0,0,0,0,422,0.9952830188679245
10351,177,14,47,9,4,1,9,1,0,35,18,0,0,38,0,1,0,0,0,0,0,163,0.9209039548022598
10352,701,100,20,8,2,0,140,20,0,25,207,0,0,111,63,5,0,0,0,0,0,491,0.7004279600570613
10353,386,0,127,75,0,7,1,0,0,175,0,0,0,0,1,0,0,0,0,0,0,384,0.9948186528497409
10354,64,5,14,7,0,1,1,0,0,16,13,0,0,7,0,0,0,0,0,0,0,63,0.984375
10355,55,1,12,5,5,0,1,0,0,7,4,0,0,18,2,0,0,0,0,0,0,47,0.8545454545454545
10356,139,0,59,16,1,4,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,138,0.9928057553956835
10357,1180,53,84,55,103,4,312,3,0,163,71,0,0,40,245,47,0,0,0,0,0,473,0.40084745762711865
10358,420,0,114,90,0,5,0,0,0,209,0,0,0,0,0,1,0,0,1,0,0,419,0.9976190476190476
10359,245,16,15,1,0,0,1,2,26,13,64,25,4,75,1,0,0,2,0,0,0,243,0.9918367346938776
10360,384,1,19,19,8,16,117,1,0,167,9,0,0,3,21,3,0,0,0,0,0,235,0.6119791666666666
10361,100,2,23,3,0,1,3,0,0,51,14,0,0,2,1,0,0,0,0,0,0,96,0.96
10362,2693,72,1463,385,30,30,14,1,0,548,56,0,0,75,12,2,0,0,5,0,0,2635,0.9784626810248793
10363,232,0,63,28,0,1,0,0,0,131,0,1,7,0,0,1,0,0,0,0,0,231,0.9956896551724138
10364,52,0,32,3,2,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,49,0.9423076923076923
10365,76,0,48,11,0,0,2,0,0,14,0,0,0,0,1,0,0,0,0,0,0,73,0.9605263157894737
10366,39,0,27,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,39,1.0
10367,327,20,32,4,2,2,5,0,73,54,33,27,11,62,1,0,0,1,0,0,0,319,0.9755351681957186
10368,459,8,158,42,0,15,0,0,0,207,27,0,0,1,0,1,0,0,0,0,0,458,0.9978213507625272
10369,110,0,50,18,9,1,2,0,0,28,0,0,0,0,2,0,0,0,0,0,0,97,0.8818181818181818
10370,138,1,22,2,4,2,5,0,40,8,9,12,1,29,1,2,0,0,0,0,0,126,0.9130434782608695
10371,140,10,0,0,0,0,0,2,0,0,74,0,0,54,0,0,0,0,0,0,0,140,1.0
10372,172,3,47,4,2,1,0,5,0,15,46,0,0,49,0,0,0,0,0,0,0,170,0.9883720930232558
10373,195,3,0,0,53,0,65,0,0,0,30,0,0,1,39,4,0,0,0,0,0,34,0.17435897435897435
10374,113,0,86,1,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,111,0.9823008849557522
10375,153,18,0,0,0,0,30,5,0,0,61,0,0,37,2,0,0,0,0,0,0,121,0.7908496732026143
10376,80,1,46,2,0,0,0,0,0,15,11,0,0,3,0,0,0,0,0,2,0,80,1.0
10377,73,2,47,1,11,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,62,0.8493150684931506
10378,41,0,22,2,1,0,1,0,0,14,0,0,0,0,0,1,0,0,0,0,0,38,0.926829268292683
10379,207,8,45,33,0,2,0,1,0,99,17,0,0,2,0,0,0,0,0,0,0,207,1.0
10380,41,1,13,6,1,0,0,1,0,16,2,0,0,1,0,0,0,0,0,0,0,40,0.975609756097561
10381,409,81,0,0,10,0,11,14,0,0,217,0,0,68,7,0,0,0,0,1,0,381,0.9315403422982885
10382,459,20,62,4,2,1,7,0,158,16,69,59,33,25,1,0,0,2,0,0,0,449,0.9782135076252724
10383,98,9,5,1,0,0,1,1,0,0,18,0,0,63,0,0,0,0,0,0,0,97,0.9897959183673469
10384,109,5,14,3,0,0,1,1,0,11,23,0,0,49,0,0,0,0,0,2,0,108,0.9908256880733946
10386,107,0,64,24,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,107,1.0
10387,6708,34,3674,1068,12,63,8,7,0,1354,221,0,0,236,1,3,0,0,26,1,0,6684,0.9964221824686941
10388,37,2,4,0,0,0,0,0,0,1,5,0,0,25,0,0,0,0,0,0,0,37,1.0
10389,72,0,52,3,0,1,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,72,1.0
10390,89,0,54,5,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,89,1.0
10391,150,25,0,0,3,0,21,11,0,0,59,0,0,28,1,2,0,0,0,0,0,123,0.82
10392,196,0,108,30,0,6,0,0,0,50,0,0,0,0,1,1,0,0,0,0,0,194,0.9897959183673469
10393,98,19,9,16,0,0,0,1,0,4,14,0,0,35,0,0,0,0,0,0,0,98,1.0
10394,101,2,52,5,0,1,0,0,0,10,2,0,0,29,0,0,0,0,0,0,0,101,1.0
10395,169,2,69,3,0,1,0,0,0,22,7,0,0,65,0,0,0,0,0,0,0,169,1.0
10396,248,21,0,0,1,0,0,4,0,0,68,0,0,154,0,0,0,0,0,0,0,247,0.9959677419354839
10397,89,5,34,1,0,0,0,0,0,18,5,0,0,26,0,0,0,0,0,0,0,89,1.0
10398,38,7,0,0,0,0,0,0,0,0,10,0,0,21,0,0,0,0,0,0,0,38,1.0
10399,290,2,70,31,0,3,0,0,0,183,0,0,0,0,0,1,0,0,0,0,0,289,0.996551724137931
10400,80,4,15,4,17,0,14,0,0,1,15,0,0,5,4,1,0,0,0,0,0,44,0.55
10401,781,32,285,116,0,3,0,7,1,207,88,0,0,39,0,1,0,0,1,1,0,780,0.998719590268886
10402,118,0,0,0,0,0,0,0,43,0,0,69,5,0,0,0,0,1,0,0,0,118,1.0
10403,35,7,0,0,0,0,0,0,0,0,10,0,0,18,0,0,0,0,0,0,0,35,1.0
10404,96,1,78,2,0,0,2,0,0,7,1,0,0,5,0,0,0,0,0,0,0,94,0.9791666666666666
10405,27,1,0,0,0,0,0,0,0,0,9,0,0,17,0,0,0,0,0,0,0,27,1.0
10406,821,0,92,57,0,21,0,0,12,347,0,230,52,0,0,1,0,9,0,0,0,820,0.9987819732034104
10408,63,7,25,1,1,0,1,0,0,2,10,0,0,16,0,0,0,0,0,0,0,61,0.9682539682539683
10409,258,10,48,5,14,1,71,2,0,21,47,0,0,29,9,1,0,0,0,0,0,163,0.6317829457364341
10410,94,2,0,0,39,0,4,0,0,0,6,0,0,39,4,0,0,0,0,0,0,47,0.5
10411,13,1,0,0,0,0,0,0,2,0,7,0,0,3,0,0,0,0,0,0,0,13,1.0
10412,412,3,31,36,20,6,119,0,0,114,22,0,0,6,53,2,0,0,0,0,0,218,0.529126213592233
10414,72,5,0,0,0,0,0,0,0,0,28,0,0,39,0,0,0,0,0,0,0,72,1.0
10416,108,0,9,5,0,1,0,0,31,35,0,21,5,0,0,0,0,1,0,0,0,108,1.0
10417,154,3,12,1,0,0,0,0,0,1,26,0,0,111,0,0,0,0,0,0,0,154,1.0
10418,93,1,46,5,0,0,1,0,0,26,6,0,0,8,0,0,0,0,0,0,0,92,0.989247311827957
10419,322,0,110,20,0,4,0,0,13,57,0,89,27,0,0,0,0,1,1,0,0,322,1.0
10420,980,44,339,108,2,4,2,6,4,111,222,3,1,132,0,0,0,0,1,1,0,976,0.9959183673469387
10421,77,0,53,13,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,77,1.0
10422,115,6,2,0,0,0,0,1,0,0,4,0,0,102,0,0,0,0,0,0,0,115,1.0
10423,195,25,6,2,0,0,0,3,0,5,77,0,0,77,0,0,0,0,0,0,0,195,1.0
10424,40,6,0,0,0,0,1,0,13,0,7,6,5,2,0,0,0,0,0,0,0,39,0.975
10425,141,43,0,0,0,0,19,2,0,0,31,0,0,43,3,0,0,0,0,0,0,119,0.8439716312056738
10426,363,0,202,61,5,0,0,0,0,91,0,0,0,0,0,0,0,0,4,0,0,358,0.9862258953168044
10427,165,1,98,8,2,3,0,0,0,30,9,0,0,14,0,0,0,0,0,0,0,163,0.9878787878787879
10428,73,6,1,1,0,0,0,0,0,3,7,0,0,55,0,0,0,0,0,0,0,73,1.0
10429,113,1,32,7,0,3,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,113,1.0
10430,47,1,18,8,0,0,0,0,0,7,0,0,0,10,3,0,0,0,0,0,0,44,0.9361702127659575
10431,86,0,0,0,75,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
10432,39,1,1,0,0,0,0,0,0,2,5,0,0,30,0,0,0,0,0,0,0,39,1.0
10433,127,3,65,5,0,1,0,0,0,21,17,0,0,15,0,0,0,0,0,0,0,127,1.0
10434,23,0,0,0,0,0,0,0,7,0,0,13,3,0,0,0,0,0,0,0,0,23,1.0
10435,89,2,0,0,0,0,0,0,26,0,7,43,8,2,0,0,0,1,0,0,0,89,1.0
10436,90,3,33,19,0,1,0,0,0,24,6,0,0,4,0,0,0,0,0,0,0,90,1.0
10437,253,0,90,46,2,4,3,0,0,104,0,0,0,0,3,0,0,0,1,0,0,245,0.9683794466403162
10438,163,0,109,14,1,0,1,0,0,37,0,0,0,0,0,0,0,0,1,0,0,161,0.9877300613496932
10439,92,0,66,5,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,92,1.0
10440,113,0,66,6,1,0,1,0,0,39,0,0,0,0,0,0,0,0,0,0,0,111,0.9823008849557522
10441,133,7,0,0,0,0,0,1,0,0,21,0,0,104,0,0,0,0,0,0,0,133,1.0
10442,287,23,12,3,1,1,30,11,0,17,134,0,0,53,2,0,0,0,0,0,0,254,0.8850174216027874
10443,25,2,0,0,0,0,0,0,0,0,8,0,0,15,0,0,0,0,0,0,0,25,1.0
10444,126,0,80,9,1,0,0,0,0,34,0,0,0,2,0,0,0,0,0,0,0,125,0.9920634920634921
10445,31,6,0,0,0,0,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,31,1.0
11001,317,3,0,0,0,0,0,0,134,0,0,116,55,5,0,1,1,2,0,0,0,316,0.9968454258675079
11002,97,0,0,0,0,0,0,0,42,0,0,37,6,0,0,4,0,8,0,0,0,93,0.9587628865979382
11003,137,0,0,0,0,0,0,0,62,0,0,45,25,0,1,1,1,2,0,0,0,135,0.9854014598540146
11004,190,0,0,0,1,0,1,0,111,0,0,54,19,0,0,0,1,3,0,0,0,188,0.9894736842105263
11005,540,1,0,0,2,0,0,0,85,0,16,374,19,6,0,6,0,31,0,0,0,532,0.9851851851851852
11006,93,0,0,0,3,0,4,0,47,0,0,35,1,0,0,0,0,3,0,0,0,86,0.9247311827956989
11007,107,0,0,0,3,0,3,0,35,0,1,52,11,0,1,0,0,1,0,0,0,100,0.9345794392523364
11008,289,7,0,0,4,0,2,1,120,0,10,62,28,50,1,0,1,3,0,0,0,282,0.9757785467128027
11009,695,17,0,0,6,0,0,9,250,0,101,162,73,64,0,2,1,10,0,0,0,687,0.9884892086330935
11010,202,6,0,0,0,0,0,3,61,0,34,60,16,21,0,0,1,0,0,0,0,202,1.0
11011,269,11,0,0,0,0,1,3,21,0,101,36,2,91,0,0,0,3,0,0,0,268,0.9962825278810409
11012,1067,104,0,0,2,0,0,25,0,0,634,0,0,301,0,0,0,0,0,1,0,1065,0.9981255857544518
11013,239,6,0,0,3,0,0,16,16,0,85,62,2,45,0,1,0,3,0,0,0,235,0.9832635983263598
11014,718,67,0,0,1,0,1,6,0,0,447,0,2,191,0,2,0,0,0,1,0,714,0.9944289693593314
11015,175,0,0,0,0,0,0,0,95,0,0,65,15,0,0,0,0,0,0,0,0,175,1.0
11016,98,0,0,0,2,0,0,0,60,0,0,28,7,0,0,0,0,1,0,0,0,96,0.9795918367346939
11017,76,12,0,0,1,0,0,0,0,0,42,0,0,21,0,0,0,0,0,0,0,75,0.9868421052631579
11018,622,11,0,0,6,0,1,1,214,0,36,266,65,13,0,0,0,9,0,0,0,615,0.9887459807073955
11019,109,5,0,0,9,0,0,0,0,0,29,0,0,66,0,0,0,0,0,0,0,100,0.9174311926605505
11020,34,0,0,0,5,0,8,0,9,0,1,3,0,3,3,2,0,0,0,0,0,16,0.47058823529411764
11021,377,98,0,0,1,0,0,2,0,0,107,0,0,168,0,1,0,0,0,0,0,375,0.9946949602122016
11022,791,43,0,0,5,0,2,6,374,0,122,102,26,90,0,5,1,15,0,0,0,779,0.9848293299620733
11023,349,0,0,0,0,0,0,0,132,0,0,159,48,0,0,0,3,7,0,0,0,349,1.0
11024,490,27,0,0,2,0,2,1,111,0,128,88,23,102,2,0,0,4,0,0,0,484,0.9877551020408163
11025,144,0,0,0,0,0,2,0,58,0,0,62,15,0,1,1,0,5,0,0,0,140,0.9722222222222222
11026,83,0,0,0,0,0,0,0,29,0,0,47,4,0,0,1,0,2,0,0,0,82,0.9879518072289156
11027,379,32,0,0,2,0,0,3,92,0,41,113,9,83,0,1,0,3,0,0,0,376,0.9920844327176781
11028,390,48,0,0,24,0,19,7,0,0,141,0,0,147,1,2,0,0,0,1,0,344,0.882051282051282
11029,37,0,0,0,3,0,5,0,13,0,0,8,4,3,1,0,0,0,0,0,0,28,0.7567567567567568
11030,56,0,0,0,0,0,0,0,27,0,0,23,4,0,0,1,0,1,0,0,0,55,0.9821428571428571
11031,47,9,0,0,2,0,0,0,0,0,9,0,0,27,0,0,0,0,0,0,0,45,0.9574468085106383
11032,161,0,0,0,0,0,0,0,82,0,0,66,9,1,0,0,0,3,0,0,0,161,1.0
11033,717,27,0,0,2,0,0,5,248,0,108,195,48,67,0,6,1,9,0,1,0,709,0.9888423988842399
11034,444,9,0,0,2,0,0,0,147,0,8,206,66,0,0,1,1,4,0,0,0,441,0.9932432432432432
11035,227,35,0,0,0,0,0,2,0,0,68,0,0,122,0,0,0,0,0,0,0,227,1.0
11036,217,27,0,0,0,0,1,1,0,0,74,0,0,114,0,0,0,0,0,0,0,216,0.9953917050691244
11037,264,0,0,0,0,0,1,0,22,0,19,189,21,1,0,3,1,7,0,0,0,260,0.9848484848484849
11038,137,6,0,0,74,0,28,0,0,0,8,0,0,13,7,1,0,0,0,0,0,27,0.19708029197080293
11039,25,0,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,1,0,0,0,25,1.0
11040,842,30,0,0,4,0,2,9,25,0,271,113,6,367,0,8,0,4,0,3,0,828,0.9833729216152018
11041,787,16,0,0,1,0,0,4,77,0,51,280,39,255,0,14,0,49,0,1,0,772,0.9809402795425667
11042,151,0,0,0,4,0,1,15,60,0,10,36,9,12,0,3,0,1,0,0,0,143,0.9470198675496688
11043,115,5,0,0,1,0,0,0,34,0,0,59,8,7,0,0,0,1,0,0,0,114,0.991304347826087
11044,100,0,0,0,64,0,28,0,0,0,0,2,1,0,4,1,0,0,0,0,0,3,0.03
11045,110,1,0,0,0,0,0,1,49,0,5,30,9,10,0,0,0,4,0,1,0,110,1.0
11046,33,0,0,0,0,0,0,0,25,0,0,7,1,0,0,0,0,0,0,0,0,33,1.0
11047,124,0,0,0,69,0,37,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0.0
11048,434,16,0,0,2,0,0,1,85,0,58,131,17,117,0,2,0,5,0,0,0,430,0.9907834101382489
11049,1527,318,0,0,1,0,3,50,8,0,639,7,5,484,1,6,0,1,0,4,0,1516,0.9927963326784545
11051,88,0,0,0,0,0,0,0,55,0,0,27,3,0,0,1,1,1,0,0,0,87,0.9886363636363636
11052,249,4,0,0,89,0,96,0,1,0,3,2,0,3,49,2,0,0,0,0,0,13,0.05220883534136546
11053,168,1,0,0,0,0,0,0,66,0,4,73,16,0,0,1,0,7,0,0,0,167,0.9940476190476191
11054,161,0,0,0,35,0,26,0,3,0,6,31,38,7,13,2,0,0,0,0,0,85,0.5279503105590062
11055,170,0,73,5,5,2,3,0,0,76,3,0,0,1,0,2,0,0,0,0,0,160,0.9411764705882353
11056,161,3,0,0,66,0,19,0,0,0,17,0,0,49,6,1,0,0,0,0,0,69,0.42857142857142855
11057,24,0,0,0,1,0,0,0,13,0,0,8,2,0,0,0,0,0,0,0,0,23,0.9583333333333334
11058,181,5,0,0,1,0,1,0,80,0,7,66,8,11,0,1,0,1,0,0,0,178,0.9834254143646409
11059,89,0,0,0,1,0,0,0,53,0,0,27,2,0,0,2,0,4,0,0,0,86,0.9662921348314607
11060,45,2,0,0,2,0,0,0,0,0,15,0,0,26,0,0,0,0,0,0,0,43,0.9555555555555556
11061,168,2,0,0,0,0,0,1,48,0,57,45,5,2,0,1,0,7,0,0,0,167,0.9940476190476191
11062,50,0,0,0,27,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11063,328,8,0,0,37,0,5,1,40,0,7,116,75,21,13,0,1,4,0,0,0,273,0.8323170731707317
11064,217,2,0,0,2,0,0,4,93,0,62,38,11,1,0,0,0,4,0,0,0,215,0.9907834101382489
11065,50,0,0,0,6,0,3,2,0,0,18,0,0,21,0,0,0,0,0,0,0,41,0.82
11066,237,6,0,0,70,0,66,3,0,0,61,0,0,2,22,6,0,0,0,1,0,73,0.3080168776371308
11067,941,80,0,0,1,0,1,21,0,0,531,0,0,304,0,3,0,0,0,0,0,936,0.9946865037194474
11068,685,64,0,0,8,0,0,4,225,0,182,57,32,112,0,0,0,0,0,1,0,677,0.9883211678832117
11069,12816,493,0,0,15,0,8,13,2548,0,810,4911,3518,345,5,19,21,109,0,1,0,12769,0.9963327091136079
11070,189,0,0,0,0,0,0,0,97,0,0,74,11,2,0,1,0,4,0,0,0,188,0.9947089947089947
11071,175,26,0,0,2,0,2,3,1,0,48,1,0,91,0,1,0,0,0,0,0,170,0.9714285714285714
11072,123,0,0,0,0,0,0,0,71,0,2,30,6,4,0,2,0,8,0,0,0,121,0.983739837398374
11073,41,0,0,0,0,0,0,0,20,0,0,19,1,0,0,0,0,1,0,0,0,41,1.0
11074,139,0,0,0,0,0,0,0,64,0,0,57,11,0,0,0,0,7,0,0,0,139,1.0
11075,146,0,0,0,77,0,47,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0.0
11076,3564,301,0,0,12,0,2,19,1215,0,436,699,679,102,2,22,14,60,0,1,0,3526,0.989337822671156
11077,305,0,0,0,0,0,3,0,142,0,0,141,11,0,0,3,0,5,0,0,0,299,0.980327868852459
11078,137,0,0,0,0,0,0,0,77,0,1,48,10,0,0,0,0,1,0,0,0,137,1.0
11079,134,2,0,0,81,0,30,0,1,0,0,2,1,2,15,0,0,0,0,0,0,8,0.05970149253731343
11080,123,10,0,0,0,0,0,0,44,0,14,34,8,13,0,0,0,0,0,0,0,123,1.0
11081,984,55,0,0,52,0,50,10,284,0,142,137,26,211,8,5,0,3,0,1,0,869,0.883130081300813
11082,7,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,0,7,1.0
11083,47,0,0,0,0,0,0,0,26,0,0,16,5,0,0,0,0,0,0,0,0,47,1.0
11084,457,9,0,0,1,0,0,1,102,0,27,251,50,2,0,2,1,11,0,0,0,454,0.9934354485776805
11085,477,45,0,0,0,0,0,20,13,0,94,160,30,89,0,4,0,22,0,0,0,473,0.9916142557651991
11086,444,23,0,0,5,0,0,18,1,0,304,2,0,87,1,2,0,1,0,0,0,436,0.9819819819819819
11087,59,0,0,0,1,0,0,0,39,0,0,13,0,1,0,0,0,5,0,0,0,58,0.9830508474576272
11088,762,0,0,0,0,0,0,0,44,0,0,424,280,0,1,1,0,12,0,0,0,760,0.9973753280839895
11089,264,1,0,0,142,0,14,0,20,0,14,42,5,8,15,1,0,2,0,0,0,92,0.3484848484848485
11090,275,3,0,0,0,0,0,0,82,0,10,142,26,3,0,0,0,9,0,0,0,275,1.0
11091,574,1,0,0,0,0,1,0,302,0,4,120,135,1,0,0,0,10,0,0,0,573,0.9982578397212544
11092,100,0,0,0,12,0,5,1,0,0,12,0,0,69,1,0,0,0,0,0,0,82,0.82
11093,50,0,0,0,3,0,1,1,0,0,13,0,0,32,0,0,0,0,0,0,0,46,0.92
11094,22,0,0,0,4,0,0,0,10,0,0,6,2,0,0,0,0,0,0,0,0,18,0.8181818181818182
11095,174,0,0,0,0,0,0,0,62,0,4,91,15,1,0,1,0,0,0,0,0,173,0.9942528735632183
11096,157,4,0,0,72,0,40,0,0,0,3,0,0,26,10,2,0,0,0,0,0,33,0.21019108280254778
11098,459,16,0,0,1,0,0,15,7,0,84,157,12,159,0,4,0,4,0,0,0,454,0.9891067538126361
11099,1135,8,0,0,2,0,1,1,326,0,5,578,151,14,0,13,2,34,0,0,0,1119,0.9859030837004406
11100,19,0,0,0,0,0,0,0,9,0,0,7,1,0,0,0,0,2,0,0,0,19,1.0
11101,85,5,0,0,0,0,0,2,0,0,28,0,0,50,0,0,0,0,0,0,0,85,1.0
11102,285,40,0,0,1,0,1,2,10,0,84,36,8,99,0,2,0,2,0,0,0,281,0.9859649122807017
11103,560,79,0,0,1,0,1,1,45,0,18,161,80,168,0,0,1,4,0,1,0,558,0.9964285714285714
11104,145,7,0,0,99,0,19,0,0,0,2,0,0,3,15,0,0,0,0,0,0,12,0.08275862068965517
11105,339,3,0,0,1,0,2,3,60,0,122,125,16,2,0,0,0,5,0,0,0,336,0.9911504424778761
11106,2372,241,0,0,4,0,4,12,0,0,1271,0,0,836,1,2,0,0,0,1,0,2361,0.9953625632377741
11107,58,0,0,0,0,0,0,0,29,0,0,25,3,0,0,0,0,1,0,0,0,58,1.0
11108,29,0,0,0,0,0,0,0,20,0,0,9,0,0,0,0,0,0,0,0,0,29,1.0
11109,36,0,0,0,0,0,0,0,17,0,0,17,1,0,0,0,0,1,0,0,0,36,1.0
11110,94,2,0,0,1,0,0,0,49,0,6,26,3,5,0,0,0,2,0,0,0,93,0.9893617021276596
11111,377,33,0,0,0,0,0,14,5,0,249,0,0,75,1,0,0,0,0,0,0,376,0.9973474801061007
11112,75,4,0,0,1,0,1,4,0,1,32,0,0,30,1,1,0,0,0,0,0,71,0.9466666666666667
11113,108,12,0,0,14,0,7,2,0,0,32,0,0,40,1,0,0,0,0,0,0,86,0.7962962962962963
11114,15,0,0,0,1,0,0,0,8,0,0,5,1,0,0,0,0,0,0,0,0,14,0.9333333333333333
11115,444,23,0,0,72,0,152,2,1,0,32,5,0,114,40,3,0,0,0,0,0,177,0.39864864864864863
