code_commune_insee,agri_nul,resid_nul,autres_nul,rervice_nul,autres_faible,agri_faible,indus_nul,autres_fort,resid_moyen,rervice_fort,indus_moyen,rervice_moyen,autres_moyen,rervice_faible,resid_fort,agri_fort,resid_faible,agri_moyen,indus_faible,indus_fort,nb_bats_total,nb_bats_exposition_tri,pct_exposition_tri
01001,61,325,665,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,0,0.0
01002,9,157,260,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0.0
01004,11,3391,4341,378,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,8409,0,0.0
01005,74,625,891,23,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1627,0,0.0
01006,10,58,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0.0
01007,87,1045,1530,40,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,2769,0,0.0
01008,6,292,414,11,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,741,0,0.0
01009,10,153,295,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0.0
01010,22,463,639,21,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,0,0.0
01011,17,138,170,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0.0
01012,12,152,327,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0.0
01013,28,106,213,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0.0
01014,4,968,1091,82,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,2405,0,0.0
01015,18,357,781,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,0,0.0
01016,46,191,518,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,762,0,0.0
01017,2,254,390,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,664,0,0.0
01019,1,22,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0.0
01021,25,434,682,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,0,0.0
01022,8,511,627,54,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,0,0.0
01023,9,41,83,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0.0
01024,47,1178,1369,37,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2667,0,0.0
01025,448,1520,2503,59,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,4564,0,0.0
01026,1,315,495,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0.0
01027,19,553,737,162,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,1693,0,0.0
01028,53,209,555,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,824,0,0.0
01029,69,274,484,27,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0.0
01030,0,147,206,6,17,0,0,27,65,1,0,3,84,1,17,0,15,0,0,5,594,235,0.3956228956228956
01031,7,616,784,76,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,1679,0,0.0
01032,23,916,1055,180,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,2242,0,0.0
01033,70,3327,3468,315,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,7398,0,0.0
01034,54,2316,2731,250,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,5580,0,0.0
01035,14,176,220,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0.0
01036,77,790,1392,34,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2298,0,0.0
01037,18,168,268,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0.0
01038,61,309,628,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,0,0.0
01040,94,191,418,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0.0
01041,9,306,535,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,0,0.0
01042,12,120,272,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0.0
01043,14,1691,2005,131,11,0,163,1,0,0,0,0,1,0,1,0,2,0,0,0,4020,16,0.003980099502487562
01044,30,218,301,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0.0
01045,41,85,202,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0.0
01046,89,314,603,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,0,0.0
01047,14,410,601,28,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,0,0.0
01049,25,1058,1399,92,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,2687,0,0.0
01050,85,134,249,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,0.0
01051,2,85,120,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0.0
01052,142,123,314,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0.0
01053,59,5744,5352,1092,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,12690,0,0.0
01054,14,500,884,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1412,0,0.0
01056,11,194,429,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,641,0,0.0
01057,11,227,372,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0.0
01058,5,376,630,36,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1064,0,0.0
01060,20,267,363,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0.0
01061,24,472,621,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,0,0.0
01062,36,335,529,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0,0.0
01063,1,200,256,16,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0.0
01064,17,417,794,21,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,0,0.0
01065,70,697,900,25,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1701,0,0.0
01066,3,84,145,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0.0
01067,4,95,173,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0.0
01068,3,358,368,34,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0,0.0
01069,34,508,782,17,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,0,0.0
01071,9,1194,1578,61,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,2924,0,0.0
01072,7,1108,1196,57,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,2437,0,0.0
01073,30,546,950,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546,0,0.0
01074,95,733,1250,65,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2162,0,0.0
01075,141,515,778,17,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1528,0,0.0
01076,3,126,108,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0.0
01077,13,96,141,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0.0
01078,24,486,582,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,0,0.0
01079,71,330,493,37,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,943,0,0.0
01080,34,266,436,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,0,0.0
01081,7,299,394,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,728,0,0.0
01082,30,218,311,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,0.0
01083,66,344,619,25,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,0,0.0
01084,121,357,597,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1084,0,0.0
01085,135,137,256,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0.0
01087,5,128,182,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0.0
01088,27,383,535,9,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,986,0,0.0
01089,39,818,987,39,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0,0.0
01090,28,145,356,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0.0
01092,17,662,1010,24,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,0,0.0
01093,144,1477,1995,207,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,3940,0,0.0
01094,100,337,644,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0.0
01095,60,382,634,18,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,0,0.0
01096,147,401,847,14,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0.0
01098,28,461,677,36,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,0,0.0
01099,114,614,912,43,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1688,0,0.0
01100,1,105,198,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0.0
01101,16,78,149,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0.0
01102,142,401,735,20,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1304,0,0.0
01103,27,496,549,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,0,0.0
01104,16,227,413,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,674,0,0.0
01105,88,576,779,30,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1493,0,0.0
01106,10,102,167,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0.0
01107,0,97,174,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0.0
01108,22,525,887,39,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1481,0,0.0
01109,34,664,710,28,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1447,0,0.0
01110,5,77,156,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0.0
01111,1,100,175,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0.0
01112,6,154,200,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0.0
01113,126,286,547,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,979,0,0.0
01114,3,224,230,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0.0
01115,85,429,803,27,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,0,0.0
01116,17,282,463,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,777,0,0.0
01117,2,78,153,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0.0
01118,51,524,899,40,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1538,0,0.0
01121,6,45,103,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0.0
01123,13,308,455,3,57,1,17,52,58,1,1,7,159,3,33,2,39,2,0,0,1211,415,0.342691990090834
01124,38,328,802,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,0,0.0
01125,38,319,393,21,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,781,0,0.0
01127,33,247,406,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,0,0.0
01128,30,125,259,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0.0
01129,21,129,267,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0.0
01130,81,808,1546,60,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,2597,0,0.0
01133,6,202,304,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,0.0
01134,24,613,875,24,36,2,43,85,43,3,0,0,78,3,18,14,19,3,5,1,1889,310,0.1641079936474325
01135,34,711,911,48,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1747,0,0.0
01136,57,343,625,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,0,0.0
01138,11,1143,1326,101,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,2696,0,0.0
01139,111,237,703,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1062,0,0.0
01140,63,290,597,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,972,0,0.0
01141,8,188,317,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,0,0.0
01142,16,1261,1563,72,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,3117,0,0.0
01143,78,2009,2899,108,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5115,0,0.0
01145,69,474,809,16,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,0,0.0
01146,48,155,349,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,0.0
01147,81,220,489,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,807,0,0.0
01148,18,630,852,36,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,0,0.0
01149,1,410,640,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,0,0.0
01150,35,90,195,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0.0
01151,76,511,1000,23,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1614,0,0.0
01152,11,381,537,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,953,0,0.0
01153,32,702,930,26,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,0,0.0
01155,9,75,141,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0.0
01156,53,326,678,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,0,0.0
01157,36,827,1693,28,8,0,58,52,6,0,1,0,8,1,29,0,9,0,0,0,2756,114,0.041364296081277216
01158,10,395,480,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,0,0.0
01159,60,895,1399,54,121,6,16,83,267,2,53,35,438,5,46,11,73,29,12,0,3605,1181,0.3276005547850208
01160,1,613,898,136,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1671,0,0.0
01162,2,42,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0.0
01163,189,777,1173,37,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2198,0,0.0
01165,75,540,832,11,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1478,0,0.0
01166,26,859,1241,33,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2199,0,0.0
01167,24,272,634,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,0,0.0
01169,10,234,367,8,0,0,0,0,17,0,0,2,44,0,0,0,0,0,0,0,682,63,0.09237536656891496
01170,6,316,462,14,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,837,0,0.0
01171,0,264,368,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,0.0
01173,39,1879,1885,165,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3998,0,0.0
01174,3,102,125,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0.0
01175,34,319,431,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,808,0,0.0
01177,7,110,150,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0.0
01179,33,557,764,24,91,4,12,73,102,2,29,2,170,0,18,6,63,20,3,2,1975,585,0.29620253164556964
01180,40,325,549,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0.0
01181,16,379,509,9,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,992,0,0.0
01183,34,551,728,26,0,0,75,0,30,0,4,0,48,0,0,0,0,1,0,0,1497,83,0.055444221776887105
01184,28,469,739,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,0,0.0
01185,115,1592,2357,226,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,4348,0,0.0
01187,112,462,969,46,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1614,0,0.0
01188,132,247,538,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,934,0,0.0
01189,31,409,708,21,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,0,0.0
01190,12,81,166,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0.0
01191,21,74,145,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0.0
01192,38,678,1002,44,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,0,0.0
01193,13,115,244,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0.0
01194,16,1297,1669,45,99,0,77,24,187,3,15,30,322,9,6,0,63,1,0,0,3863,759,0.19647942013978772
01195,37,626,946,38,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1655,0,0.0
01196,82,468,875,37,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1495,0,0.0
01197,5,168,292,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,0.0
01198,26,103,237,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0.0
01199,11,827,1190,45,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2116,0,0.0
01200,10,85,135,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0.0
01202,43,2229,2525,130,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,5013,0,0.0
01203,47,454,845,22,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,0,0.0
01204,16,319,397,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,768,0,0.0
01206,3,121,168,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0.0
01207,106,120,279,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508,0,0.0
01208,5,86,212,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0.0
01209,5,293,292,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0.0
01210,4,96,150,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0.0
01211,76,544,790,23,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0.0
01212,141,287,580,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0.0
01213,18,490,687,26,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,0,0.0
01214,2,77,157,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0.0
01215,7,90,182,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0.0
01216,39,436,732,28,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,0,0.0
01219,32,100,137,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0.0
01224,40,1044,890,32,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,2087,0,0.0
01225,21,146,332,4,0,0,1,0,3,0,0,0,5,0,0,0,0,0,0,0,512,8,0.015625
01227,13,338,569,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,935,0,0.0
01228,9,234,401,28,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0.0
01229,44,436,658,40,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,0,0.0
01230,67,162,330,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0.0
01231,79,797,1895,55,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2864,0,0.0
01232,138,849,1510,68,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2597,0,0.0
01233,10,84,198,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0.0
01234,4,78,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0.0
01235,53,339,479,28,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,914,0,0.0
01236,75,415,887,17,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0.0
01237,1,519,624,23,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,0,0.0
01238,0,921,896,30,16,0,44,44,40,0,1,1,24,0,64,0,23,1,0,2,2107,216,0.10251542477456099
01239,27,314,507,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,866,0,0.0
01240,11,366,585,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,983,0,0.0
01241,48,566,832,35,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1496,0,0.0
01242,0,81,135,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0.0
01243,25,508,911,16,87,0,16,14,12,0,0,0,31,0,8,0,37,0,0,0,1665,189,0.11351351351351352
01244,30,2033,2317,164,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,4715,0,0.0
01245,47,431,731,15,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1231,0,0.0
01246,42,781,1299,31,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2178,0,0.0
01247,1,203,288,48,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0,0.0
01248,58,688,765,26,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1557,0,0.0
01249,86,2112,2901,194,32,0,181,8,6,0,7,2,13,0,0,1,9,4,27,0,5583,109,0.01952355364499373
01250,44,631,795,79,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1551,0,0.0
01252,17,320,753,6,0,0,1,0,5,0,3,0,14,0,0,0,0,2,0,0,1121,24,0.021409455842997322
01254,33,808,1408,46,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2345,0,0.0
01255,0,280,440,17,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,788,0,0.0
01257,13,148,233,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0.0
01258,54,453,778,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,0,0.0
01259,34,227,395,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0.0
01260,55,119,285,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0.0
01261,78,225,534,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0,0.0
01262,136,1509,1717,157,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3584,0,0.0
01263,6,1233,1230,33,0,0,60,0,181,0,6,32,214,0,0,0,0,1,0,0,2996,434,0.14485981308411214
01264,81,379,593,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,0,0.0
01265,8,765,774,72,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,1751,0,0.0
01266,43,825,1415,94,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,2417,0,0.0
01267,42,353,517,18,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,982,0,0.0
01268,20,106,249,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0.0
01269,4,591,568,109,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,0,0.0
01272,202,596,952,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1782,0,0.0
01273,43,746,1134,29,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,0.0
01274,0,189,213,19,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0.0
01275,4,814,1081,30,2,3,59,1,1,0,0,0,0,0,0,6,0,8,0,0,2009,21,0.010452961672473868
01276,0,55,96,1,569,5,12,118,30,1,0,1,55,12,50,5,413,1,5,6,1435,1271,0.8857142857142857
01277,4,76,188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0.0
01279,1,63,127,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0.0
01280,21,113,168,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0.0
01281,6,886,1609,44,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2597,0,0.0
01282,4,117,134,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0.0
01283,22,3305,3803,509,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,8101,0,0.0
01284,25,278,477,11,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,828,0,0.0
01285,3,312,405,7,17,0,0,17,81,6,6,2,116,0,26,0,13,0,0,3,1014,287,0.28303747534516766
01286,45,414,881,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,0,0.0
01288,47,799,1114,38,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0.0
01289,23,1934,2786,207,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,5079,0,0.0
01290,34,497,959,51,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1562,0,0.0
01291,48,334,642,19,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,0.0
01293,10,63,145,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0.0
01294,39,382,603,17,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,0,0.0
01295,31,213,231,4,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,485,6,0.012371134020618556
01296,55,158,408,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,0,0.0
01297,20,307,522,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,0.0
01298,1,71,108,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0.0
01299,58,181,441,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,0,0.0
01301,84,1033,1412,54,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2617,0,0.0
01302,2,91,191,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0.0
01303,22,739,920,41,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1775,0,0.0
01304,33,1008,1051,81,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,2279,0,0.0
01305,16,721,1217,126,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,2167,0,0.0
01306,3,239,367,26,82,5,2,9,70,1,0,22,108,11,1,2,44,3,11,1,1007,370,0.36742800397219466
01307,0,245,211,19,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0.0
01308,9,339,389,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,0.0
01309,9,46,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0.0
01310,13,63,167,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0.0
01311,5,48,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0.0
